epoch,batches,vicreg_total_loss,invariance_loss,variance_loss,covariance_loss,learning_rate,elapsed_seconds
69,749,17.326934246577633,0.02731322108451476,0.21044318857434913,10.962210121715021,0.0001,522.2408803970029
70,749,17.353333231285514,0.027750683161467362,0.212724713680741,10.916035712004026,0.0001,489.44199894100166
71,749,17.225449288321116,0.026202353821832374,0.20818122079439252,10.949513106861803,0.0001,490.04737307100004
72,749,17.269567213325857,0.026911973612238772,0.2077817624019526,10.98664709277083,0.0001,489.8094095370034
73,749,17.37262685467627,0.028212046454932905,0.21189906854973298,10.946041076619412,0.0001,497.0908879350027
74,749,17.329341531913972,0.02712928767512504,0.2117699087064002,10.933324133920097,0.0001,491.5820755540044
75,749,17.248583136636203,0.026343859000553006,0.2077205642679823,10.981464357974533,0.0001,491.8818080139972
76,749,17.19835697729215,0.026057587971336373,0.20574926725216955,10.991729095876615,0.0001,493.4468321930035
77,749,17.171198751961438,0.02493591276457526,0.2049729228815504,11.013528688886614,0.0001,497.6326972809984
78,749,17.24659962520421,0.02757072023449289,0.2060361080398865,10.99435183266613,0.0001,493.52239092299715
79,749,17.20524847491561,0.026586420147385055,0.2053212062698181,10.99692552589447,0.0001,483.11324323900044
80,749,17.26908016204834,0.026331343531865968,0.2086391881884179,10.977548636167803,0.0001,456.16597864100186
