relative_path,status,reason
Vicreg_soiNet_tinyImagenet_mu=30.ipynb,KEEP_AS_LEGACY,Immutable provenance at pinned commit.
Vicreg_soiNet_tinyImagenet_mu=33.ipynb,KEEP_AS_LEGACY,Immutable provenance at pinned commit.
LOCAL:checkpoints_massive/best_model.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_1.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_10.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_100.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_11.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_12.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_13.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_14.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_15.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_16.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_17.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_18.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_19.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_2.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_20.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_21.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_22.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_23.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_24.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_25.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_26.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_27.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_28.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_29.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_3.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_30.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_31.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_32.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_33.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_34.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_35.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_36.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_37.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_38.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_39.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_4.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_40.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_41.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_42.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_43.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_44.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_45.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_46.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_47.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_48.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_49.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_5.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_50.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_51.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_52.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_53.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_54.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_55.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_56.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_57.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_58.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_59.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_6.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_60.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_61.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_62.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_63.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_64.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_65.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_66.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_67.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_68.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_69.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_7.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_70.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_71.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_72.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_73.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_74.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_75.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_76.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_77.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_78.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_79.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_8.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_80.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_81.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_82.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_83.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_84.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_85.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_86.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_87.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_88.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_89.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_9.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_90.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_91.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_92.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_93.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_94.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_95.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_96.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_97.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_98.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_massive/checkpoint_epoch_99.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/best_model_small.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_1.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_10.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_100.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_11.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_12.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_13.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_14.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_15.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_16.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_17.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_18.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_19.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_2.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_20.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_21.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_22.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_23.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_24.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_25.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_26.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_27.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_28.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_29.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_3.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_30.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_31.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_32.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_33.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_34.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_35.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_36.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_37.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_38.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_39.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_4.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_40.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_41.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_42.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_43.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
LOCAL:checkpoints_small/checkpoint_epoch_44.pth,KEEP_AS_LEGACY,Preserve locally but do not publish/use until provenance is established.
