candidate_id,path,scope,sha256,category,mu,imagenet_initialized,ssl_method,epoch_if_known,encoder_present,projector_present,compatible_with_final_soilnet,lineage_status,linked_notebook,linked_metrics,selection_status,reason
CHECKPOINT_ROOT:cb0eb379ab3a07e65927,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_18.pth,CHECKPOINT_ROOT,cb0eb379ab3a07e65927448d3cc629822ad273d9faa484fb1ade92ff87ce06a8,PARTIAL_STATE,27,True,VICReg,18,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:deb4e6de6c6dbdb799c1,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_19.pth,CHECKPOINT_ROOT,deb4e6de6c6dbdb799c1ab4c848023376ffca44cd862b87cac49630c3ff8472a,PARTIAL_STATE,27,True,VICReg,19,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:f303460122f226a9bb99,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_2.pth,CHECKPOINT_ROOT,f303460122f226a9bb995b4fae58fc74ca46278f1645edfd7c457c0af8e72978,PARTIAL_STATE,27,True,VICReg,2,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:415ad390aebdf9088f2f,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_20.pth,CHECKPOINT_ROOT,415ad390aebdf9088f2fe913f7a183368adec138daf5b102fbe196b16a7b7c71,PARTIAL_STATE,27,True,VICReg,20,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:6962ce014878d731d682,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_21.pth,CHECKPOINT_ROOT,6962ce014878d731d6827732477acd6a6bfd646ca2b5bade31d2ebefd737d0c1,PARTIAL_STATE,27,True,VICReg,21,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:910ca0dbdf5d973089c1,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_22.pth,CHECKPOINT_ROOT,910ca0dbdf5d973089c1162913bb8731a5ecee5f408ca73249a4948ad63ff355,PARTIAL_STATE,27,True,VICReg,22,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:8f5a8cfad4df99c9332e,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_23.pth,CHECKPOINT_ROOT,8f5a8cfad4df99c9332e2bb752c862f175f28a925cd051de3257d5b37d1634da,PARTIAL_STATE,27,True,VICReg,23,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:c3bcf84cfaf2d4d263d1,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_24.pth,CHECKPOINT_ROOT,c3bcf84cfaf2d4d263d1d1572ffbc256f0313909329f52b6d10804918e4a53a0,PARTIAL_STATE,27,True,VICReg,24,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:1e50052836dcca57ef9a,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_25.pth,CHECKPOINT_ROOT,1e50052836dcca57ef9a424f09074f9fefe9efd9a40a66a0b5f81c7979c64ffa,PARTIAL_STATE,27,True,VICReg,25,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:3e4a2d753123b16bcc5e,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_26.pth,CHECKPOINT_ROOT,3e4a2d753123b16bcc5e8859996803e93f4ec205282f16451d5a25fda015e6be,PARTIAL_STATE,27,True,VICReg,26,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:b850ff6c6a3616ccc83b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_27.pth,CHECKPOINT_ROOT,b850ff6c6a3616ccc83b9634f98946b582579e31151590a4edec8bbc06cf50cc,PARTIAL_STATE,27,True,VICReg,27,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:8b520e62dc569795bfe3,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_28.pth,CHECKPOINT_ROOT,8b520e62dc569795bfe3ba26e63eade0b892083223ad5f57bfa21533061f82da,PARTIAL_STATE,27,True,VICReg,28,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:106bcc8577c6d2919b07,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_29.pth,CHECKPOINT_ROOT,106bcc8577c6d2919b0747c237b710f624bc2a02f26fc8363b68615487d69461,PARTIAL_STATE,27,True,VICReg,29,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:16b69f646ab157d0b268,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_3.pth,CHECKPOINT_ROOT,16b69f646ab157d0b2681bd47438dd44d632a0fcd7105d97d001a8bf4b95c427,PARTIAL_STATE,27,True,VICReg,3,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:d03250fcd59dd7c6ebf4,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_30.pth,CHECKPOINT_ROOT,d03250fcd59dd7c6ebf45fe5bfb5972a86094a71faf1728c5dec7d258fbd6bec,PARTIAL_STATE,27,True,VICReg,30,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:0fddd2fc6b6864340648,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_31.pth,CHECKPOINT_ROOT,0fddd2fc6b686434064842219a7bb0ce1a939d14c23285a98af1b673719bb342,PARTIAL_STATE,27,True,VICReg,31,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:28ee2786394aa3b4c809,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_32.pth,CHECKPOINT_ROOT,28ee2786394aa3b4c809599e68513fddbfa4f4695a08b26f646d1b1983a5e058,PARTIAL_STATE,27,True,VICReg,32,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:88ae8080ef24580cc832,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_33.pth,CHECKPOINT_ROOT,88ae8080ef24580cc8320b5db201d787b4e9637be590de46aae2d5e69e6e2905,PARTIAL_STATE,27,True,VICReg,33,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:942fc930ba613080c79f,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_34.pth,CHECKPOINT_ROOT,942fc930ba613080c79f056bd27dc27d93b47e28374741a8d6c71321e1a4dd2c,PARTIAL_STATE,27,True,VICReg,34,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:88058d93aa54867876ee,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_35.pth,CHECKPOINT_ROOT,88058d93aa54867876ee8af03e66c0954557548244b9bff6566a41fdd085b14e,PARTIAL_STATE,27,True,VICReg,35,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:e64da0a900600cdb7901,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_36.pth,CHECKPOINT_ROOT,e64da0a900600cdb7901bf0dbff1868c03e6ab2342de01437427aea2dcdce678,PARTIAL_STATE,27,True,VICReg,36,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:64ef5aaec5f929293b4d,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_37.pth,CHECKPOINT_ROOT,64ef5aaec5f929293b4de1cbb071cf4e21a7935adfa1341b2df2755fa9abe9d7,PARTIAL_STATE,27,True,VICReg,37,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:bb1dea09588becc3b31c,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_38.pth,CHECKPOINT_ROOT,bb1dea09588becc3b31c9cb08b034d932cc3d776affa2b3f02b3cb73cd6864e3,PARTIAL_STATE,27,True,VICReg,38,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:cdd8586f1d0c51cda745,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_39.pth,CHECKPOINT_ROOT,cdd8586f1d0c51cda745748b1927b27c388f27c7663be4b013245baca303a07f,PARTIAL_STATE,27,True,VICReg,39,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:2321054db4ee9e2fdaed,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_4.pth,CHECKPOINT_ROOT,2321054db4ee9e2fdaedafa8dd112361424db0525f60cae941f657d51805c1d5,PARTIAL_STATE,27,True,VICReg,4,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:201618e9b78f35ccbf63,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_40.pth,CHECKPOINT_ROOT,201618e9b78f35ccbf631a6a7991802fab84109e8a2d84871fc2797f705ff3a6,PARTIAL_STATE,27,True,VICReg,40,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:5fb9aeaefab4c41fd3a2,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_41.pth,CHECKPOINT_ROOT,5fb9aeaefab4c41fd3a2f5360a46624c1986babe0e0f994ad93cf831e59e1574,PARTIAL_STATE,27,True,VICReg,41,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:667ef9f4864b0ee99060,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_42.pth,CHECKPOINT_ROOT,667ef9f4864b0ee99060c0db02a76cc6d3de59847d051f157b56d79773176cfe,PARTIAL_STATE,27,True,VICReg,42,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
