sample_id,relative_path,sha256,prospective_split,status,exact_match_in_historical_unlabeled_pool,near_duplicate_group_in_historical_unlabeled_pool,evidence
112165dd57a460414580,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095067177_c28910a39d05d545c1eb98c0765e3032.jpg,443c72e9db2a4975c17585560d52cc0469ae832bc551ba81d1b41288a633afbe,test,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
1db5b489a6c2f5727d29,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095113548_cc43f0b7634b8ff50927d9450139c615.jpg,ef382e414c158187fee6c71a556b65026987991acaf3b76870a310893d4fb4d1,validation,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
54d3978b9f2776f640ad,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095161888_3d5bfbb45a821c7b8a0a0889e60fa9e1.jpg,bf2694232084c5ca73fa992c1ab4463c7514a2adeda12dedd1075eb0c678a980,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
922154d586b551c4fb4f,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095210827_634539ecd685150ff3660fcd3aeaba39.jpg,88d69e472ecb82bab060ed09cc7d479a91b2ee80a7eb6ce998496e0bb08642d8,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
70ea8fd9bb061137dc61,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,02eeadcbbf08f2d3d97aa78f26e58b5fd57bd6aa1302151008abd56ab5ee8db0,test,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
5f8c3964eabdf502a874,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,b2f8adec7b0a6892f99747f3f984285ff5e0e8addb7179fd8df2d7f9fef7dfcf,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
17880af9a02f9d4f9d59,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,263011d7a34702c9b8b64b3eb97f4b2b42f8e24077e5e5a1dccd3664b4402b76,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
c27388cf9a5f20dc35fd,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,a42af59864e5be74d8d54cf25ef0a4b0feab4e5e4044ea22a4bdc07eaeec9080,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
05128e7c81490c331ea5,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,497014270423cb54f81f4b27e08dcabc3c8d6c579269bd9ecc7c2250e5a08179,test,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
2402b8909c1960dce48c,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,f9653a6457c9d9b5b2e2e8c2027fe02c86f4eb866bd6783e996632bd41d480a8,validation,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
88003ddaa899cae3b825,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0007.JPG,8ec3f8cf1867bd9220e6ce235466a06b97ae53f66decc7412e487d12926c8f49,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
788929cac17f2b323f85,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0008.JPG,51e7a281fa42d00616e663e1e3c5360a2a2b975063507a623b79e9fc5dbbe732,test,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
ca8f4fcb68f1306a0fa2,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0009.JPG,31260284a6d1fcad8e660a56967cba2842b52c82ae84163f078fd3c698862e1f,test,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
5710a1a5725179a38697,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0010.JPG,fff72a7a34a1143a42e3313f97160f3cbf1512f1f3a4ea3db4c479da6e9c2f6f,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
30406a38420bd3fd78e6,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0011.JPG,8ed3a2669bc930191e413f9158385a0686def867492baa36055c350828681d63,validation,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
f2fea6e0cd3e15dc95ba,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0012.JPG,c6413a0ee8f4d7c5fa7967b47dacfb294c85d120a9108c5ecf4b12572b163a51,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
3c75b4d6517617ba4534,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,37f9a48fc0b985359c1bd63f7576f940ad308fa09245424d9200c2a3f2562c8f,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
46262e1df60ee4740c7a,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,b2d9045d6e9f3d752c2ceff148f6d7b4fac431c6f6f20bf3738466cf9aef4185,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
b5ebac90b455206e3aa0,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,244ffa963550d7b89875fc98cb1aca12401b981c5c84c0a0e5278cadd04b930a,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
bfb3fbc9015f5b9b20f7,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,87085e8fb44485b8dd2563088a709c1622a4424b6b177297c8f79a6a927b2c0a,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
c4a05af199de894a10aa,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,51979befd4ad679ae732ffc04ac6939984f31e01c34692f5a21f4c6c065e144b,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
e2b875c5cfbd3d6e7dcc,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,57b8d59ed0afd7779e5dff39568fc732e77e1142abfdb745078758f0cde29334,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
23c464cb4621572fe525,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,3a6337fae7c3aa2f739274976d72968052fbbc026871c1035cf6e20d548786b1,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
dc91a4ed54674484d44d,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,e479cfdf743b280c473f98ccc23eb67671bfee773eb5d78fee67de27d05f6b07,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
4805c40980e2fa39de23,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,c497f74d9f019022006038b69d38cdb4d0cd2cd6254fdb0dff3f32a186f8759c,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
a761ac4cdaf70186f42d,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0023.JPG,c85501419425ab1599d97417fd8780d526a34489fb259eb2c387384105ac4485,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
f6fb3682dff820c2dec7,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,556f8ce38388d825810008db0aa76079909d0ec833147c719ff68929d50dd59a,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
c25570d12a0040e9c0b0,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,d295134c488ed8b480b47c9f0d034806b689464f5dc568ec73790306c84f006f,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
b538a596e9a17925da7d,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0026.JPG,249fc6684f4f765c9c00f843e9be30e506036356c244d6025c3d9c234542e4ee,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
686e6fd152b89c50e94c,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0027.JPG,c537b1723dd824712e3230afeb9ac288f92923abced04fee6488e28ba45db1c5,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
74c09a9e37e907f3ac7b,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,f627b7e4159c7177a14ce4ea224cd51ce5bffee0249b90b525416088bd2a5798,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
42c89ffd65e6e2775b02,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,0b8539f7b2fce0a3215d7f85b4999023126d15cd294b2999a6a4578a3b7a653e,test,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
db0d914625b8317ef2dc,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0053.JPG,2ca103dd8b56cc2c19817db868d7494388c0c19ed4a9458b22a52584f7ca2c51,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
9697e366d07314e4b816,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,937b3f78b1d5f547efc4f4ac295e9bb5c835a9f5324cfce78b963807118e3224,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
39a1570992439d126824,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0055.JPG,25ea875fdad924316df4532a2b1b962cfd159a3534bd7810fa2b4d88c2af8b3a,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
57b2be837e4361d64250,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,01e31a418d291442172663980a501c8ea1090eb7d9c284762820c9c2c578fa12,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
1dc1edceb2a93e4c11ca,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,511975b01bb61ca3ef5658aa38d15be8aae3f05b4848bd4846d691f5f3f8ffe7,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
3e5f51e4c77ec5f75b45,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,b26c60248d0d50ba0f96367b539e1085ef3312361ba3b29b547ad4c8be6d107d,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
cc1909096f301800af4e,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,1e5204ec8b964b29bd6ae255b6fbb0008ada5b0d6b15d2cb4fd7246c073e4d3d,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
fb660dff4af836963f83,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,173c81f0da97dda608f3fcba81d9919c72f051b89dd5d7cff981c3c1c600e6e4,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
53fc6c79beb2597fde86,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,b94d4927f4cc7275633cdc679b013ee2df8cfd17b6940e7d53f1808e2c68ed7e,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
d8b9030a03b6ce9d1127,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,83335b342f2851a0ccfe1c5b60face6e36a8eec0b37c620c51d1d92477400612,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
c83257745acf546cc201,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,7b2f3e834c3aada07dfd8cb17458987abd60dc272e7b43b5e7452d4ef14e33b5,validation,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
4f793969ea086ef4fe56,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,0f67c8f869445f2f0ec9bfb163a23ee70decdca7c065e840d6740b1a6ff6dc72,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
a8461ad894d67acea8f3,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,486b8d7f2e6840da4887918c47a307d56b88f90be48789e97b4d102159078613,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
a17d6c6c5d3c67e5177e,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,762fee5a3354d8ef870a03322995d2ef4f630f4cff94ec571a356e70420e9bac,test,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
98f4c5f02c368353cbf8,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,d9bc36d6644b098a07e85028ff2ff8e36af90304ebcc268302ebabdf9944547f,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
755d9bfb3958c5c2e928,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,052c4a10a55c86a5c5e8c2a0e273d032a1d056756576fd406a4d66d84dd254cf,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
7e93b9cb26fdee6ea323,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0069.JPG,ed3f8a4507057e3f42cc16fec6ca7e26966867f950fc9a9cfa290e9bb290c17b,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
9479107eff9f20a58c45,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0070.JPG,fef8dba8a2fb28ba4085cb221e0a56ca09ab2a495e792f35dbf06b8898cc7e20,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
1dbecdb9be1709b0282a,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
6a47b118da32c219ada5,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
9d5b7aa3a7093531f985,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0098.JPG,3afeb8366e8b4dbedc6c2502d01482565f708434c2d2734e692fffb1d31173e7,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
d3e25884251b1477024f,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0099.JPG,62f9b5a4de6519b220f7c8cfce9f8e9da88f50b8dd3efdbc1725788773e9cc13,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
56deece836e18b759a0d,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0100.JPG,a764f00eebaeb52e284323edd967223c8caba046cd9219efcc060567ad78c745,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
d82b25ced6adc4c3cc7f,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0101.JPG,3a26fd477d9c183f5a7efdd0ad609c1de8f7aa09c4fb1d18c9e86acf2ebe3514,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
6d91d2594da7654e98ac,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0102.JPG,a27be081ab6db0877fdcfff2d6394f5a8beffc6b127ea89513e85cad2e629f07,validation,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
3919829806e3ee46a662,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0103.JPG,bec90e50e19dd45be96d92da1f41a7b9429a8ab7010c9e1af561a4f126648aac,test,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
2554ddea2338fe4bc992,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0104.JPG,131f935ff1ea36bed7545bcf186766d69d0493c48cc0558fc28559d72d84b295,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
008b4d9a491d2ae6c857,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0105.JPG,54cd9a2c49c349adaa0d14be4b839a2de963641455d26df0ac1ee5862a3cadee,validation,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
9a3a2f4f116711eff2f3,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0106.JPG,1a6827c492ccf1de9700d4d73cab67f55d7ec43773b2e7dfa021209544c79783,train,HISTORICALLY_EXPOSED,False,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
f6ae228d8aa6619aa52b,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0107.JPG,c0258363a4553611ee2617dc2137ee15e79fa5c2a2b6a749f85ceab88fe457c9,train,HISTORICALLY_EXPOSED,False,False,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
1c63a900713a2938b2a6,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0108.JPG,bbd3fc4ae3196f56d4624fa891e7b953594478479b31a1d522019612bcd2c107,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
1fcfcec6403239f6a872,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0109.JPG,ee6deaf198ee9af57a12da99fa5b1d6d9e5c5e5e1ded0d2ed759da2e29897360,train,HISTORICALLY_EXPOSED,True,True,"High-confidence fine-tune notebooks build one dataset from all 2057 rows. For fallback rows, sample identity was exposed although historical augmented bytes are not reproducible."
