duplicate_group_id,group_size,sample_id,relative_path,effective_relative_path,sha256,split
sha256:356b4f61f11c3f36,3,f2abc8a73901eae9ad9e,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,test
sha256:356b4f61f11c3f36,3,b50cd4d731ebc4b0bb52,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,test
sha256:356b4f61f11c3f36,3,8dcf98fa3990cc1b15db,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,test
sha256:524dd00cf9334bab,2,bf74757ce16828e09e77,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,524dd00cf9334bab01402f9145428779b1cb96912a8f0c138dbce8e413024df2,train
sha256:524dd00cf9334bab,2,a50c89dd085ce3fe6f27,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,524dd00cf9334bab01402f9145428779b1cb96912a8f0c138dbce8e413024df2,train
sha256:55f747c71cf8d43b,3,1dbecdb9be1709b0282a,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,train
sha256:55f747c71cf8d43b,3,6a47b118da32c219ada5,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,train
sha256:55f747c71cf8d43b,3,cb1d7459f8b6effeffb0,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0115.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0115.JPG,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,train
sha256:5873f29550302194,4,8646a555a465a830b281,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,train
sha256:5873f29550302194,4,350b3ed85911a4c6b846,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,train
sha256:5873f29550302194,4,801b31b572b461f31f88,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,train
sha256:5873f29550302194,4,532d792db42125e850fb,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,train
sha256:5cf7cb08c11a60bc,2,27c5fe11e0f77cf5d3ba,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0705_M_10_20_light_brown_M_30_40_light_brown.jpg,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0705_M_10_20_light_brown_M_30_40_light_brown.jpg,5cf7cb08c11a60bc59b83cc1cb413d9026009f6b151dbbaf84695108d9c113d4,validation
sha256:5cf7cb08c11a60bc,2,004206956dc021dfbb9e,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0706_M_10_20_light_brown_M_30_40_light_brown.jpg,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0706_M_10_20_light_brown_M_30_40_light_brown.jpg,5cf7cb08c11a60bc59b83cc1cb413d9026009f6b151dbbaf84695108d9c113d4,validation
sha256:5d994566c0b17998,2,8904fdbf6bb012585452,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,5d994566c0b179988accce70d34367cca75f3d938d184b5d7c8c9558266443ca,train
sha256:5d994566c0b17998,2,0f6f0cd07b1dfd141d3d,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,5d994566c0b179988accce70d34367cca75f3d938d184b5d7c8c9558266443ca,train
sha256:6dd61e46951640ce,3,b71ca4caa73acc7027e8,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,train
sha256:6dd61e46951640ce,3,4df640380f8d7d668817,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,train
sha256:6dd61e46951640ce,3,41f37999934d0120eb8d,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,train
sha256:7230e1cf8fc623e3,3,98c66d5a4ed200125a0c,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,train
sha256:7230e1cf8fc623e3,3,e2709b3c0660d76f7441,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,train
sha256:7230e1cf8fc623e3,3,a0eec7610029ef30c836,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,train
sha256:75af854449363163,3,5399127238839d918550,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,train
sha256:75af854449363163,3,ec7144cf11d7268e9efb,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,train
sha256:75af854449363163,3,5a2037c36dfb748735e9,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,train
sha256:7c27eb594e080bb4,4,2a70b57ccb3201e1aad8,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0794.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0794.JPG,7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,train
sha256:7c27eb594e080bb4,4,239b1284f6967ca93367,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0795.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0795.JPG,7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,train
sha256:7c27eb594e080bb4,4,96446b279c51e8b6689e,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0797.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0797.JPG,7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,train
sha256:7c27eb594e080bb4,4,df3b97bcb6afc10f523c,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0798.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0798.JPG,7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,train
sha256:8135a92cf1b73d22,3,948cbb9c21364e36636e,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,train
sha256:8135a92cf1b73d22,3,83afc351ef548f041dd0,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,train
sha256:8135a92cf1b73d22,3,7a56d64b2d566aa9695e,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,train
sha256:829953a83bc8f13d,3,a7de86662a6d2c478719,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0792.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0792.JPG,829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,test
sha256:829953a83bc8f13d,3,92655a2a9f7aca7a641b,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0793.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0793.JPG,829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,test
sha256:829953a83bc8f13d,3,58cec573a41504f38dd7,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0796.JPG,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0796.JPG,829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,test
sha256:85901716749fa7f5,3,0bc37eda3a1f9f7279f2,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,train
sha256:85901716749fa7f5,3,b51b5b44fc6870f6d578,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,train
sha256:85901716749fa7f5,3,5806def9692b7eff87df,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,train
