near_duplicate_group_id,group_size,unique_sha256_count,sample_id,relative_path,effective_relative_path,sha256,perceptual_hash,split,threshold
phash:036bd561c9affbf4,4,4,c28165831a5e6b225d60,Soil_Labeled_Data/M_80_90/L_10_20/alluvial/IMG_0012_M_0_10_clayish_red_M_40_50_gray_brown_M_60_70_wet_gray.jpg,Soil_Labeled_Data/M_80_90/L_10_20/alluvial/IMG_0012_M_0_10_clayish_red_M_40_50_gray_brown_M_60_70_wet_gray.jpg,3d19dea615d66d6edc663eaa0860046b1121a8e0e195cc59697d0245f68f45e8,45034723054d2766,train,5
phash:038e7ee2adbaeb19,2,2,849516fc01ea9451b3c4,Soil_Labeled_Data/M_30_40/L_0_10/alluvial/z5716042289286_4f5ba54e9a7dd70e051e6c0bf403d0f8.jpg,Soil_Labeled_Data/M_30_40/L_0_10/alluvial/z5716042289286_4f5ba54e9a7dd70e051e6c0bf403d0f8.jpg,1867ee1365b519547339bc84756b65a25ddece44bcacc3c33a7886b5309a1364,0303269303070001,train,5
phash:038e7ee2adbaeb19,2,2,d1a825dd4c8adf923e8f,Soil_Labeled_Data/M_40_50/L_0_10/alluvial/z5716042289286_4f5ba54e9a7dd70e051e6c0bf403d0f8_M_30_40_pale_yellow.jpg,Soil_Labeled_Data/M_40_50/L_0_10/alluvial/z5716042289286_4f5ba54e9a7dd70e051e6c0bf403d0f8_M_30_40_pale_yellow.jpg,896dbdf39ec8e270a830692e16a235fa7ee19de998440f2eda1cee802474504c,0303261303030001,train,5
phash:03e65f3ddfc64595,2,2,42c89ffd65e6e2775b02,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,0b8539f7b2fce0a3215d7f85b4999023126d15cd294b2999a6a4578a3b7a653e,e50d070b1f070311,test,5
phash:03e65f3ddfc64595,2,2,fbf61bb0a97a50e1ef27,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0052_M_0_10_pale_yellow.jpg,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0052_M_0_10_pale_yellow.jpg,fc613ab746341210accc76941abcc828873b06e4270d59de154ffe8837a9c68d,e50d070a1f070311,test,5
phash:0415e4080b15a32f,3,3,597619771c679fe21a57,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded.jpg,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded.jpg,519e8522571ea89a394859cbf6f1d8490b7659356dea9203afaa7e51f4bed52c,69684a5c19346c9c,validation,5
phash:0415e4080b15a32f,3,3,bfcda6413c4da8227c6e,Soil_Labeled_Data/M_30_40/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded_M_20_30_light_brown.jpg,Soil_Labeled_Data/M_30_40/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded_M_20_30_light_brown.jpg,6013e3dd33108ddb6a3ced453ab2e31e041fbf4adde4065300f78ecbefee6873,69684a5c19346c9c,validation,5
phash:0415e4080b15a32f,3,3,828a81427eb773d65ceb,Soil_Labeled_Data/M_50_60/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded_M_20_30_light_brown_M_30_40_light_brown.jpg,Soil_Labeled_Data/M_50_60/L_60_70/alluvial/z5715084451345_2e9b065fd62392917b331a68b82abded_M_20_30_light_brown_M_30_40_light_brown.jpg,26a023c444cb6ff3c0ff350719216c38a62e61f7dfeb1311bc86ab4b146fffe6,69684a5c19346c9c,validation,5
phash:048e715e259a080f,2,2,1dcd258cf87b0ef5f6aa,Soil_Labeled_Data/M_80_90/L_80_90/alluvial/z5613703004646_1015981274be634aafd784b037d301bb.jpg,Soil_Labeled_Data/M_80_90/L_80_90/alluvial/z5613703004646_1015981274be634aafd784b037d301bb.jpg,60b86f0328a38cf82ecab058275fdbfdb48e23deda4d6e2817be0352c2460465,3c1a1e164ae4d66e,test,5
phash:048e715e259a080f,2,2,cf8639c597197ed5a6b4,Soil_Labeled_Data/M_90_100/L_80_90/alluvial/M_90_100_L_80_90_0015_gray_brown.jpg,Soil_Labeled_Data/M_90_100/L_80_90/alluvial/M_90_100_L_80_90_0015_gray_brown.jpg,587dd55b2cb7a019d87cbcd6a667d03208a8e09a86f68e7dc832490a4c16ef34,3c1a1e164ae4d66e,test,5
phash:04a596876660edf6,2,2,7cfaa2968ae189a0ae94,Soil_Labeled_Data/M_0_10/L_90_100/alluvial/IMG_0369.JPG,Soil_Labeled_Data/M_0_10/L_90_100/alluvial/IMG_0369.JPG,49f3ee1b34884d4aa333880b733dc88082a66f53aa416527933813daadf464cc,4a4a0c4354cdc387,test,5
phash:04a596876660edf6,2,2,f11e66d094a90e1f8bd4,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/M_50_60_L_90_100_0073_light_brown.jpg,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/M_50_60_L_90_100_0073_light_brown.jpg,8c30cf60889c7a0cec1488962d4cd9cf66087d481a28eda5d63e4eff452156df,4a4a0c4354cdc387,test,5
phash:04c1aca557db14ee,4,4,c3b07eb3da5f59f7237b,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0715.JPG,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0715.JPG,b0063f34e7ab6c8d01f85293851eb88588eb3c4cbfc01340fb68400678019ef2,1c5c9e3d1a0f6937,validation,5
phash:04c1aca557db14ee,4,4,b90c7ce2cc5e035ad4fc,Soil_Labeled_Data/M_60_70/L_70_80/alluvial/IMG_0715_M_10_20_light_brown_M_40_50_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_70_80/alluvial/IMG_0715_M_10_20_light_brown_M_40_50_dark_brown.jpg,652add4027d1f58d176f2c01539983d1cf66dd65b0a36c835e1e259a833ad709,1c5c9e351a0d6937,validation,5
phash:04c1aca557db14ee,4,4,b1a8cf29773853899544,Soil_Labeled_Data/M_70_80/L_70_80/alluvial/IMG_0715_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_70_80/L_70_80/alluvial/IMG_0715_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown.jpg,feaea47a96e17a919086cd4d7286649acf4afe54224a0b47b139c76ef4fb7337,1c5c9e341a0d6937,validation,5
phash:04c1aca557db14ee,4,4,42bb5c2d1cb7068893c8,Soil_Labeled_Data/M_80_90/L_70_80/alluvial/IMG_0715_M_10_20_pale_yellow_M_30_40_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,Soil_Labeled_Data/M_80_90/L_70_80/alluvial/IMG_0715_M_10_20_pale_yellow_M_30_40_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,d02d8151eb9742d2766fb1764f07b3546220892c8bc755a2a44dade9b46f9405,1c5c9e3d1a0d2937,validation,5
phash:051110bc56e248a7,4,4,37a076de98a612403602,Soil_Labeled_Data/M_10_20/L_20_30/alluvial/IMG_0508.JPG,Soil_Labeled_Data/M_10_20/L_20_30/alluvial/IMG_0508.JPG,125d52a0b9a03f990e69ba7ec81220bd3a7d03dc6ea57cd9889b3f53ae6a6ba9,9fce03532f0b59d9,train,5
phash:051110bc56e248a7,4,4,53bbf2a1d261e792af1b,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red.jpg,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red.jpg,1601e60d646afde6742bba22c8a81ae54f085dc3862c7ad6a814422a463feeff,9ece03532f0b59d9,train,5
phash:051110bc56e248a7,4,4,a8ab805762ce7214816b,Soil_Labeled_Data/M_60_70/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red_M_40_50_gray_brown.jpg,Soil_Labeled_Data/M_60_70/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red_M_40_50_gray_brown.jpg,a22bfec2410003db1c67bc43eda548ee3128850cfb3896afd389a1e9d7e13f9a,9ece03132f0b59d9,train,5
phash:051110bc56e248a7,4,4,13150533955e991b4a1f,Soil_Labeled_Data/M_80_90/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red.jpg,Soil_Labeled_Data/M_80_90/L_20_30/alluvial/IMG_0508_M_10_20_clayish_red_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red.jpg,4cb5b837a0cb3759febe0a4be8ae1038164f655ee82f3c43ecbeb32bd5f4d80b,9e8e0313270951d8,train,5
phash:0772f8c13cc08780,3,3,e22ca6b6078440536266,Soil_Labeled_Data/M_0_10/L_50_60/alluvial/IMG_0207.JPG,Soil_Labeled_Data/M_0_10/L_50_60/alluvial/IMG_0207.JPG,5bbc524fb84781a50f6becbaa015ca2e7f6a60e6d2f725094727453499ec337e,f8b0b8b8b264eab2,validation,5
phash:0772f8c13cc08780,3,3,5eddb55a9d7a8f3957e9,Soil_Labeled_Data/M_40_50/L_50_60/alluvial/IMG_0207_M_0_10_clayish_red.jpg,Soil_Labeled_Data/M_40_50/L_50_60/alluvial/IMG_0207_M_0_10_clayish_red.jpg,dad012b0946c401f97487948daeee7b69abd696d430867c27826476e30179f72,f8b0b8b8b264eab2,validation,5
phash:0772f8c13cc08780,3,3,d09452400b02f06515c1,Soil_Labeled_Data/M_60_70/L_50_60/alluvial/IMG_0207_M_0_10_clayish_red_M_40_50_gray_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_50_60/alluvial/IMG_0207_M_0_10_clayish_red_M_40_50_gray_brown_M_50_60_dark_brown.jpg,19bffe42cda01d97afcc7aed5b737583725a3cf1df8ddd3b16aa466e54a0529c,f8b0b8b8b264e2b2,validation,5
phash:0812a163177bf539,2,2,51cb23323e39460762b4,Soil_Labeled_Data/M_10_20/L_40_50/alluvial/IMG_0586.JPG,Soil_Labeled_Data/M_10_20/L_40_50/alluvial/IMG_0586.JPG,82ef39a9f866a01c25bc18b31a870e08cedd57e587381ff4935f44f135991c59,5398380f43f8ce66,train,5
phash:0812a163177bf539,2,2,c77875e7cd8c9c41ebc6,Soil_Labeled_Data/M_60_70/L_40_50/alluvial/IMG_0586_M_10_20_gray_brown_M_40_50_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_40_50/alluvial/IMG_0586_M_10_20_gray_brown_M_40_50_dark_brown.jpg,ef5ef873f2732507fbe700badaaf649ba03c93e77530cf1fc3d47fdbe4cdd7f9,5398380f43f0cce6,train,5
phash:08b7389bd339e9c1,3,3,0dc51ac22d3bb5e4448c,Soil_Labeled_Data/M_10_20/L_20_30/alluvial/IMG_0512.JPG,Soil_Labeled_Data/M_10_20/L_20_30/alluvial/IMG_0512.JPG,0cf8588fb69f8fb34cb96b2679e7f99d2aea32209607965c4ec2ec41ffdb768d,e18c8e1a27291773,train,5
phash:08b7389bd339e9c1,3,3,1ae43cda36a48c9c2029,Soil_Labeled_Data/M_50_60/L_20_30/alluvial/IMG_0512_M_10_20_light_brown_M_40_50_light_brown.jpg,Soil_Labeled_Data/M_50_60/L_20_30/alluvial/IMG_0512_M_10_20_light_brown_M_40_50_light_brown.jpg,57b25eb13c07ab348988392a045bb13ca8ec4e1fe40f3280a2dbb22641ae60b9,f1cc8e1a27291773,train,5
phash:08b7389bd339e9c1,3,3,8f8ab3754323cd99276e,Soil_Labeled_Data/M_60_70/L_20_30/alluvial/IMG_0512_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_20_30/alluvial/IMG_0512_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown.jpg,a38d42a4121923a892d0a390dccdd803640382dae4ee672cb7ef70d90d6d6831,b1cc8e1227291773,train,5
phash:091a3095f24dfa91,2,2,cc888cacf8c4936a6694,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084472999_950e840441fad54aab4b33a9d6b52f88.jpg,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084472999_950e840441fad54aab4b33a9d6b52f88.jpg,2be9f35093d0d5834c2a4c31aaa9be22f64d66b28345c087230539dc53ac23ff,0d324383260c1c38,train,5
phash:091a3095f24dfa91,2,2,53264df70329aa3f9210,Soil_Labeled_Data/M_30_40/L_60_70/alluvial/z5715084472999_950e840441fad54aab4b33a9d6b52f88_M_20_30_light_brown.jpg,Soil_Labeled_Data/M_30_40/L_60_70/alluvial/z5715084472999_950e840441fad54aab4b33a9d6b52f88_M_20_30_light_brown.jpg,cc88301844f264eac46814eb455f193df67afea0f3f6318fd9893e8153c49b94,0d324383260c1c38,train,5
phash:0935ecdbb458c371,2,2,57b2be837e4361d64250,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,01e31a418d291442172663980a501c8ea1090eb7d9c284762820c9c2c578fa12,47b7b74f0f171693,train,5
phash:0935ecdbb458c371,2,2,d26203ca3145273ca2c0,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0056_M_0_10_clayish_red.jpg,Soil_Labeled_Data/M_40_50/L_20_30/alluvial/IMG_0056_M_0_10_clayish_red.jpg,8f9b2493d490f8ab853dce3ce47e899bf62c8be1b3fac125b06c50f4fe1c7816,47b7b74f0f171693,train,5
phash:0addb7d1506343b6,2,2,96a982322ec6d5b45c24,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715083944464_a4caa92a042d5283254923501cb8358c.jpg,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715083944464_a4caa92a042d5283254923501cb8358c.jpg,c222c113cc89599bf7d087f016816d0e9ebefe20908792a5bf7804254e591e04,9819ac6d3bb9a9e3,train,5
phash:0addb7d1506343b6,2,2,78dc87e0772df8fd301a,Soil_Labeled_Data/M_60_70/L_60_70/alluvial/z5715083944464_a4caa92a042d5283254923501cb8358c_M_20_30_pale_yellow_M_30_40_light_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_60_70/alluvial/z5715083944464_a4caa92a042d5283254923501cb8358c_M_20_30_pale_yellow_M_30_40_light_brown_M_50_60_dark_brown.jpg,7d72b9115959f3a42715374ef9c767574dee9dc45f7d4934379ea4b2834255c5,9819ac6d3339a9e3,train,5
phash:0b0189f76cd4b322,5,5,0ac197ed5859384405cf,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1.jpg,Soil_Labeled_Data/M_20_30/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1.jpg,42e164002ed51123257a87667824db345ecfde3d6ac715ea55051a421481360d,b88c9cbd9d08ce93,train,5
phash:0b0189f76cd4b322,5,5,43c4f4da3fef3cd7f34d,Soil_Labeled_Data/M_60_70/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_60_70/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown.jpg,f456dfd6ac45488d5fcfbde4a0473e5cbfe18cc4266a872c69f9610c59f35737,b88c9cbd9d08ce93,train,5
phash:0b0189f76cd4b322,5,5,0f2536434c520001c96d,Soil_Labeled_Data/M_70_80/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown.jpg,Soil_Labeled_Data/M_70_80/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown.jpg,6706bdca03161883c7f12856e0d726e71a84aa4123fa796fc24c0a567f13b966,b88c9cbd9d08ce93,train,5
phash:0b0189f76cd4b322,5,5,06767a30205426a4d85f,Soil_Labeled_Data/M_80_90/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,Soil_Labeled_Data/M_80_90/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,be323e07a2b9febacaf5338e2e4fe2bcd72c75688fd5190081bf3803f607aa1e,388c9c9d9d18ce93,train,5
phash:0b0189f76cd4b322,5,5,4748d1865b140a7689e4,Soil_Labeled_Data/M_90_100/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown_M_70_80_clay_red_M_80_90_wet_gray.jpg,Soil_Labeled_Data/M_90_100/L_60_70/alluvial/z5715084217100_56ffdcb9a7e21ae938a857822326c4e1_M_20_30_light_brown_M_30_40_light_brown_M_50_60_dark_brown_M_70_80_clay_red_M_80_90_wet_gray.jpg,b6c913cb821997a2491a620c34b442e34652eb3dbc0b5ee101723acbb8840d2a,188c9c9d9d08c693,train,5
phash:0be3776bf5b85f30,3,3,aa1483b8ec139a438cf4,Soil_Labeled_Data/M_70_80/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_gray_brown_M_60_70_dark_brown.jpg,Soil_Labeled_Data/M_70_80/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_gray_brown_M_60_70_dark_brown.jpg,a67becdd4dc89356e2d5ce00f7689d63b39572d771c5cf967afe4cbe10dc1b51,64961b2413041953,train,5
phash:0be3776bf5b85f30,3,3,c019695d09285330fdcd,Soil_Labeled_Data/M_80_90/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red.jpg,Soil_Labeled_Data/M_80_90/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red.jpg,a5c4c4305961ba6c5fcd73a36c7cd50e694d0dd024f24650fc2e62abcebf5c07,64861b2415041113,train,5
phash:0be3776bf5b85f30,3,3,e1feef09f2d2051b4fb8,Soil_Labeled_Data/M_90_100/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red_M_80_90_dark_brown.jpg,Soil_Labeled_Data/M_90_100/L_50_60/alluvial/IMG_0631_M_10_20_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_70_80_clay_red_M_80_90_dark_brown.jpg,047a92f61553738e838c50f1d273ef1fdf0f6302a088487e47c5972bfc4d403b,e4821b2423041153,train,5
phash:0c3e6132abc6992b,2,2,a638239c142965fa3d58,Soil_Labeled_Data/M_80_90/L_40_50/alluvial/z5719915064697_6860e93b3637879e75266a9cab0b000e_M_30_40_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,Soil_Labeled_Data/M_80_90/L_40_50/alluvial/z5719915064697_6860e93b3637879e75266a9cab0b000e_M_30_40_light_brown_M_40_50_light_brown_M_50_60_dark_brown_M_60_70_wet_gray.jpg,9264e91b9938eef592611b3aec78443b45a165aa116463aa999f7930830f75d9,506923222418434c,train,5
