relative_path,effective_relative_path,sample_id,group_id,split,sha256,SM_0,SM_20,moisture_class,light_value,historical_fallback_used
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095067177_c28910a39d05d545c1eb98c0765e3032.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095067177_c28910a39d05d545c1eb98c0765e3032.jpg,112165dd57a460414580,phash:cec8a8fc69bb7ca6,test,443c72e9db2a4975c17585560d52cc0469ae832bc551ba81d1b41288a633afbe,0,3,0,2,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095113548_cc43f0b7634b8ff50927d9450139c615.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095113548_cc43f0b7634b8ff50927d9450139c615.jpg,1db5b489a6c2f5727d29,phash:3a114ea23a2061df,validation,ef382e414c158187fee6c71a556b65026987991acaf3b76870a310893d4fb4d1,10,17,0,0,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095161888_3d5bfbb45a821c7b8a0a0889e60fa9e1.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095161888_3d5bfbb45a821c7b8a0a0889e60fa9e1.jpg,54d3978b9f2776f640ad,phash:3518db25dfcb5ad3,train,bf2694232084c5ca73fa992c1ab4463c7514a2adeda12dedd1075eb0c678a980,1,7,0,7,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095210827_634539ecd685150ff3660fcd3aeaba39.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095210827_634539ecd685150ff3660fcd3aeaba39.jpg,922154d586b551c4fb4f,phash:aa41fb94cfc83ebf,train,88d69e472ecb82bab060ed09cc7d479a91b2ee80a7eb6ce998496e0bb08642d8,10,16,0,2,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,70ea8fd9bb061137dc61,phash:440a1b975a38413a,test,02eeadcbbf08f2d3d97aa78f26e58b5fd57bd6aa1302151008abd56ab5ee8db0,7,14,0,0,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,5f8c3964eabdf502a874,phash:683b3afd6f50c6e5,train,b2f8adec7b0a6892f99747f3f984285ff5e0e8addb7179fd8df2d7f9fef7dfcf,0,4,0,5,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,17880af9a02f9d4f9d59,phash:43eb2bc58c1ed2f1,train,263011d7a34702c9b8b64b3eb97f4b2b42f8e24077e5e5a1dccd3664b4402b76,10,12,0,8,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,c27388cf9a5f20dc35fd,phash:2625026fa96c1b6d,train,a42af59864e5be74d8d54cf25ef0a4b0feab4e5e4044ea22a4bdc07eaeec9080,7,13,0,4,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,05128e7c81490c331ea5,phash:69366b599405bb96,test,497014270423cb54f81f4b27e08dcabc3c8d6c579269bd9ecc7c2250e5a08179,6,12,0,7,False
Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,2402b8909c1960dce48c,phash:ec938c7997f99a90,validation,f9653a6457c9d9b5b2e2e8c2027fe02c86f4eb866bd6783e996632bd41d480a8,1,6,0,10,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0007.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0007.JPG,88003ddaa899cae3b825,phash:432c8ed6a163119e,train,8ec3f8cf1867bd9220e6ce235466a06b97ae53f66decc7412e487d12926c8f49,10,13,0,19,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0008.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0008.JPG,788929cac17f2b323f85,phash:788929cac17f2b32,test,51e7a281fa42d00616e663e1e3c5360a2a2b975063507a623b79e9fc5dbbe732,10,13,0,20,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0009.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0009.JPG,ca8f4fcb68f1306a0fa2,phash:41a7248972494349,test,31260284a6d1fcad8e660a56967cba2842b52c82ae84163f078fd3c698862e1f,2,5,0,12,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0010.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0010.JPG,5710a1a5725179a38697,phash:5710a1a5725179a3,train,fff72a7a34a1143a42e3313f97160f3cbf1512f1f3a4ea3db4c479da6e9c2f6f,6,12,0,12,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0011.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0011.JPG,30406a38420bd3fd78e6,phash:30406a38420bd3fd,validation,8ed3a2669bc930191e413f9158385a0686def867492baa36055c350828681d63,8,12,0,19,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0012.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0012.JPG,f2fea6e0cd3e15dc95ba,phash:036bd561c9affbf4,train,c6413a0ee8f4d7c5fa7967b47dacfb294c85d120a9108c5ecf4b12572b163a51,4,10,0,14,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,3c75b4d6517617ba4534,phash:48f6918d6268138f,train,37f9a48fc0b985359c1bd63f7576f940ad308fa09245424d9200c2a3f2562c8f,7,11,0,18,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,46262e1df60ee4740c7a,phash:28ae9471e98b75c2,train,b2d9045d6e9f3d752c2ceff148f6d7b4fac431c6f6f20bf3738466cf9aef4185,7,11,0,17,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,b5ebac90b455206e3aa0,phash:50f54d5c2b51e8f5,train,244ffa963550d7b89875fc98cb1aca12401b981c5c84c0a0e5278cadd04b930a,5,9,0,13,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,bfb3fbc9015f5b9b20f7,phash:7529af5f13d5be22,train,87085e8fb44485b8dd2563088a709c1622a4424b6b177297c8f79a6a927b2c0a,9,15,0,14,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,c4a05af199de894a10aa,phash:282a7261d87da92b,train,51979befd4ad679ae732ffc04ac6939984f31e01c34692f5a21f4c6c065e144b,0,3,0,10,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,e2b875c5cfbd3d6e7dcc,phash:fc26f4c6b88e93b6,train,57b8d59ed0afd7779e5dff39568fc732e77e1142abfdb745078758f0cde29334,1,4,0,16,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,23c464cb4621572fe525,phash:5c15da2b7184a2e6,train,3a6337fae7c3aa2f739274976d72968052fbbc026871c1035cf6e20d548786b1,7,12,0,10,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,dc91a4ed54674484d44d,phash:f1003d56888b2b50,train,e479cfdf743b280c473f98ccc23eb67671bfee773eb5d78fee67de27d05f6b07,0,6,0,15,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,4805c40980e2fa39de23,phash:e6ba7456dbfd0c6a,train,c497f74d9f019022006038b69d38cdb4d0cd2cd6254fdb0dff3f32a186f8759c,0,6,0,16,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0023.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0023.JPG,a761ac4cdaf70186f42d,phash:456e90c8259402ff,train,c85501419425ab1599d97417fd8780d526a34489fb259eb2c387384105ac4485,10,13,0,17,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,f6fb3682dff820c2dec7,phash:f41df6231b2b4d23,train,556f8ce38388d825810008db0aa76079909d0ec833147c719ff68929d50dd59a,4,7,0,16,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,c25570d12a0040e9c0b0,phash:76e985df32d5e5e3,train,d295134c488ed8b480b47c9f0d034806b689464f5dc568ec73790306c84f006f,3,5,0,15,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0026.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0026.JPG,b538a596e9a17925da7d,phash:ec6d26059ee4a608,train,249fc6684f4f765c9c00f843e9be30e506036356c244d6025c3d9c234542e4ee,7,12,0,11,False
Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0027.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0027.JPG,686e6fd152b89c50e94c,phash:313284474eb8bf51,train,c537b1723dd824712e3230afeb9ac288f92923abced04fee6488e28ba45db1c5,8,10,0,19,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,74c09a9e37e907f3ac7b,phash:65ef1449a8b55a83,train,f627b7e4159c7177a14ce4ea224cd51ce5bffee0249b90b525416088bd2a5798,3,5,0,20,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,42c89ffd65e6e2775b02,phash:03e65f3ddfc64595,test,0b8539f7b2fce0a3215d7f85b4999023126d15cd294b2999a6a4578a3b7a653e,4,9,0,25,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0053.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0053.JPG,db0d914625b8317ef2dc,phash:5545bf87ba12dd6c,train,2ca103dd8b56cc2c19817db868d7494388c0c19ed4a9458b22a52584f7ca2c51,8,9,0,24,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,9697e366d07314e4b816,phash:c7ac857b10a488cd,train,937b3f78b1d5f547efc4f4ac295e9bb5c835a9f5324cfce78b963807118e3224,8,10,0,21,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0055.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0055.JPG,39a1570992439d126824,phash:39a1570992439d12,train,25ea875fdad924316df4532a2b1b962cfd159a3534bd7810fa2b4d88c2af8b3a,2,4,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,57b2be837e4361d64250,phash:0935ecdbb458c371,train,01e31a418d291442172663980a501c8ea1090eb7d9c284762820c9c2c578fa12,7,10,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,1dc1edceb2a93e4c11ca,phash:8476ce23020249fd,train,511975b01bb61ca3ef5658aa38d15be8aae3f05b4848bd4846d691f5f3f8ffe7,0,3,0,24,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,3e5f51e4c77ec5f75b45,phash:3e5f51e4c77ec5f7,train,b26c60248d0d50ba0f96367b539e1085ef3312361ba3b29b547ad4c8be6d107d,0,3,0,25,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,cc1909096f301800af4e,phash:c681ac1b33256bae,train,1e5204ec8b964b29bd6ae255b6fbb0008ada5b0d6b15d2cb4fd7246c073e4d3d,7,8,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,fb660dff4af836963f83,phash:87c8fa61621fe9bb,train,173c81f0da97dda608f3fcba81d9919c72f051b89dd5d7cff981c3c1c600e6e4,0,5,0,30,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,53fc6c79beb2597fde86,phash:cce9eea346aa1c01,train,b94d4927f4cc7275633cdc679b013ee2df8cfd17b6940e7d53f1808e2c68ed7e,4,7,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,d8b9030a03b6ce9d1127,phash:856223e6719f5382,train,83335b342f2851a0ccfe1c5b60face6e36a8eec0b37c620c51d1d92477400612,5,8,0,28,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,c83257745acf546cc201,phash:4f7ee60442d31744,validation,7b2f3e834c3aada07dfd8cb17458987abd60dc272e7b43b5e7452d4ef14e33b5,0,2,0,24,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,4f793969ea086ef4fe56,phash:875964e9dc5e7633,train,0f67c8f869445f2f0ec9bfb163a23ee70decdca7c065e840d6740b1a6ff6dc72,9,14,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,a8461ad894d67acea8f3,phash:affbdabec6156118,train,486b8d7f2e6840da4887918c47a307d56b88f90be48789e97b4d102159078613,7,9,0,26,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,a17d6c6c5d3c67e5177e,phash:15b02cda508e8386,test,762fee5a3354d8ef870a03322995d2ef4f630f4cff94ec571a356e70420e9bac,10,14,0,21,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,98f4c5f02c368353cbf8,phash:a9be8da516abc599,train,d9bc36d6644b098a07e85028ff2ff8e36af90304ebcc268302ebabdf9944547f,7,10,0,23,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,755d9bfb3958c5c2e928,phash:fb2d21f2c87c356c,train,052c4a10a55c86a5c5e8c2a0e273d032a1d056756576fd406a4d66d84dd254cf,2,5,0,25,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0069.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0069.JPG,7e93b9cb26fdee6ea323,phash:7746dbbeb41dff95,train,ed3f8a4507057e3f42cc16fec6ca7e26966867f950fc9a9cfa290e9bb290c17b,7,12,0,21,False
Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0070.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0070.JPG,9479107eff9f20a58c45,phash:2acd3f193091fa41,train,fef8dba8a2fb28ba4085cb221e0a56ca09ab2a495e792f35dbf06b8898cc7e20,1,2,0,22,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,1dbecdb9be1709b0282a,phash:6a494aa4d5d4d5b1,train,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,9,10,0,31,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,6a47b118da32c219ada5,phash:6a494aa4d5d4d5b1,train,55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,7,8,0,32,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0098.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0098.JPG,9d5b7aa3a7093531f985,phash:f01c359cc88566ef,train,3afeb8366e8b4dbedc6c2502d01482565f708434c2d2734e692fffb1d31173e7,8,13,0,39,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0099.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0099.JPG,d3e25884251b1477024f,phash:d3e25884251b1477,train,62f9b5a4de6519b220f7c8cfce9f8e9da88f50b8dd3efdbc1725788773e9cc13,10,14,0,36,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0100.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0100.JPG,56deece836e18b759a0d,phash:f285b4af27e70749,train,a764f00eebaeb52e284323edd967223c8caba046cd9219efcc060567ad78c745,3,6,0,38,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0101.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0101.JPG,d82b25ced6adc4c3cc7f,phash:d82b25ced6adc4c3,train,3a26fd477d9c183f5a7efdd0ad609c1de8f7aa09c4fb1d18c9e86acf2ebe3514,8,12,0,39,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0102.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0102.JPG,6d91d2594da7654e98ac,phash:6d91d2594da7654e,validation,a27be081ab6db0877fdcfff2d6394f5a8beffc6b127ea89513e85cad2e629f07,4,5,0,40,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0103.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0103.JPG,3919829806e3ee46a662,phash:df19bd7121c3deb8,test,bec90e50e19dd45be96d92da1f41a7b9429a8ab7010c9e1af561a4f126648aac,0,4,0,35,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0104.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0104.JPG,2554ddea2338fe4bc992,phash:39621f13c2017892,train,131f935ff1ea36bed7545bcf186766d69d0493c48cc0558fc28559d72d84b295,10,13,0,35,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0105.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0105.JPG,008b4d9a491d2ae6c857,phash:7eeb9c5b6e40268d,validation,54cd9a2c49c349adaa0d14be4b839a2de963641455d26df0ac1ee5862a3cadee,10,15,0,39,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0106.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0106.JPG,9a3a2f4f116711eff2f3,phash:40087a11bb71f87d,train,1a6827c492ccf1de9700d4d73cab67f55d7ec43773b2e7dfa021209544c79783,5,7,0,31,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0107.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0107.JPG,f6ae228d8aa6619aa52b,phash:f6ae228d8aa6619a,train,c0258363a4553611ee2617dc2137ee15e79fa5c2a2b6a749f85ceab88fe457c9,8,12,0,38,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0108.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0108.JPG,1c63a900713a2938b2a6,phash:9e709b711d9eab80,train,bbd3fc4ae3196f56d4624fa891e7b953594478479b31a1d522019612bcd2c107,2,6,0,36,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0109.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0109.JPG,1fcfcec6403239f6a872,phash:c77c8d3c2eca8eb9,train,ee6deaf198ee9af57a12da99fa5b1d6d9e5c5e5e1ded0d2ed759da2e29897360,9,12,0,32,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0110.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0110.JPG,f608b5bc8d594ae6d303,phash:da0d6d0fa029b999,validation,e3933c3af16e52c621a9d908f3a0b2ad649b267a2c93902fb281fddb7268a821,5,6,0,33,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0111.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0111.JPG,0918a20963b5f1056f14,phash:1b46fbcdc14f2ddd,train,50f44a4464514b8f250f8e947ed69b008e51cd49cfd8a74656915c0efe4339fd,0,5,0,35,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0112.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0112.JPG,149faa98b8b01262e6a5,phash:d8671534291e107f,validation,9764444f662d3a1eeff276d0a226c46ff28185b55cd36cc90be9fe2c8f7731d8,6,7,0,38,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0113.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0113.JPG,25c30f116ca4c1a3b4ff,phash:fa99784640564d0a,train,e46dbcebdec854f13de3bffcfaed039d15be8a013c2f8b3c6c45b4a2b049bad1,8,10,0,36,False
Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0114.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0114.JPG,99a80eaf64c5760bc285,phash:73e6fa0f18173431,validation,fe71851ea84dda560126f20730276fd3036430bde0b5817514a8275abdb78035,6,10,0,35,False
