sample_id,original_row_id,relative_path,effective_relative_path,path_status,historical_fallback_used,sha256,SM_0,SM_20,light_value,moisture_class,moisture_bin,light_bin,soil_type,group_id,near_duplicate_group_id,capture_session_group,source_group,split
3c75b4d6517617ba4534,IMG_0013.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,PRESENT,False,37f9a48fc0b985359c1bd63f7576f940ad308fa09245424d9200c2a3f2562c8f,7,11,18,0,M_0_10,L_10_20,alluvial,phash:48f6918d6268138f,phash:48f6918d6268138f,,,train
46262e1df60ee4740c7a,IMG_0014.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,PRESENT,False,b2d9045d6e9f3d752c2ceff148f6d7b4fac431c6f6f20bf3738466cf9aef4185,7,11,17,0,M_0_10,L_10_20,alluvial,phash:28ae9471e98b75c2,phash:28ae9471e98b75c2,,,train
b5ebac90b455206e3aa0,IMG_0015.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,PRESENT,False,244ffa963550d7b89875fc98cb1aca12401b981c5c84c0a0e5278cadd04b930a,5,9,13,0,M_0_10,L_10_20,alluvial,phash:50f54d5c2b51e8f5,phash:50f54d5c2b51e8f5,,,train
bfb3fbc9015f5b9b20f7,IMG_0016.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,PRESENT,False,87085e8fb44485b8dd2563088a709c1622a4424b6b177297c8f79a6a927b2c0a,9,15,14,0,M_0_10,L_10_20,alluvial,phash:7529af5f13d5be22,phash:7529af5f13d5be22,,,train
c4a05af199de894a10aa,IMG_0017.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,PRESENT,False,51979befd4ad679ae732ffc04ac6939984f31e01c34692f5a21f4c6c065e144b,0,3,10,0,M_0_10,L_10_20,alluvial,phash:282a7261d87da92b,phash:282a7261d87da92b,,,train
e2b875c5cfbd3d6e7dcc,IMG_0018.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,PRESENT,False,57b8d59ed0afd7779e5dff39568fc732e77e1142abfdb745078758f0cde29334,1,4,16,0,M_0_10,L_10_20,alluvial,phash:fc26f4c6b88e93b6,phash:fc26f4c6b88e93b6,,,train
23c464cb4621572fe525,IMG_0019.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,PRESENT,False,3a6337fae7c3aa2f739274976d72968052fbbc026871c1035cf6e20d548786b1,7,12,10,0,M_0_10,L_10_20,alluvial,phash:5c15da2b7184a2e6,phash:5c15da2b7184a2e6,,,train
dc91a4ed54674484d44d,IMG_0020.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,PRESENT,False,e479cfdf743b280c473f98ccc23eb67671bfee773eb5d78fee67de27d05f6b07,0,6,15,0,M_0_10,L_10_20,alluvial,phash:f1003d56888b2b50,phash:f1003d56888b2b50,,,train
4805c40980e2fa39de23,IMG_0022.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,PRESENT,False,c497f74d9f019022006038b69d38cdb4d0cd2cd6254fdb0dff3f32a186f8759c,0,6,16,0,M_0_10,L_10_20,alluvial,phash:e6ba7456dbfd0c6a,phash:e6ba7456dbfd0c6a,,,train
f6fb3682dff820c2dec7,IMG_0024.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,PRESENT,False,556f8ce38388d825810008db0aa76079909d0ec833147c719ff68929d50dd59a,4,7,16,0,M_0_10,L_10_20,alluvial,phash:f41df6231b2b4d23,phash:f41df6231b2b4d23,,,train
c25570d12a0040e9c0b0,IMG_0025.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,PRESENT,False,d295134c488ed8b480b47c9f0d034806b689464f5dc568ec73790306c84f006f,3,5,15,0,M_0_10,L_10_20,alluvial,phash:76e985df32d5e5e3,phash:76e985df32d5e5e3,,,train
74c09a9e37e907f3ac7b,IMG_0051.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,PRESENT,False,f627b7e4159c7177a14ce4ea224cd51ce5bffee0249b90b525416088bd2a5798,3,5,20,0,M_0_10,L_20_30,alluvial,phash:65ef1449a8b55a83,phash:65ef1449a8b55a83,,,train
42c89ffd65e6e2775b02,IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,PRESENT,False,0b8539f7b2fce0a3215d7f85b4999023126d15cd294b2999a6a4578a3b7a653e,4,9,25,0,M_0_10,L_20_30,alluvial,phash:03e65f3ddfc64595,phash:03e65f3ddfc64595,,,train
9697e366d07314e4b816,IMG_0054.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,PRESENT,False,937b3f78b1d5f547efc4f4ac295e9bb5c835a9f5324cfce78b963807118e3224,8,10,21,0,M_0_10,L_20_30,alluvial,phash:c7ac857b10a488cd,phash:c7ac857b10a488cd,,,train
57b2be837e4361d64250,IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,PRESENT,False,01e31a418d291442172663980a501c8ea1090eb7d9c284762820c9c2c578fa12,7,10,26,0,M_0_10,L_20_30,alluvial,phash:0935ecdbb458c371,phash:0935ecdbb458c371,,,train
1dc1edceb2a93e4c11ca,IMG_0057.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,PRESENT,False,511975b01bb61ca3ef5658aa38d15be8aae3f05b4848bd4846d691f5f3f8ffe7,0,3,24,0,M_0_10,L_20_30,alluvial,phash:8476ce23020249fd,phash:8476ce23020249fd,,,train
3e5f51e4c77ec5f75b45,IMG_0058.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,PRESENT,False,b26c60248d0d50ba0f96367b539e1085ef3312361ba3b29b547ad4c8be6d107d,0,3,25,0,M_0_10,L_20_30,alluvial,phash:3e5f51e4c77ec5f7,phash:3e5f51e4c77ec5f7,,,train
cc1909096f301800af4e,IMG_0059.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,PRESENT,False,1e5204ec8b964b29bd6ae255b6fbb0008ada5b0d6b15d2cb4fd7246c073e4d3d,7,8,26,0,M_0_10,L_20_30,alluvial,phash:c681ac1b33256bae,phash:c681ac1b33256bae,,,train
fb660dff4af836963f83,IMG_0060.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,PRESENT,False,173c81f0da97dda608f3fcba81d9919c72f051b89dd5d7cff981c3c1c600e6e4,0,5,30,0,M_0_10,L_20_30,alluvial,phash:87c8fa61621fe9bb,phash:87c8fa61621fe9bb,,,train
53fc6c79beb2597fde86,IMG_0061.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,PRESENT,False,b94d4927f4cc7275633cdc679b013ee2df8cfd17b6940e7d53f1808e2c68ed7e,4,7,26,0,M_0_10,L_20_30,alluvial,phash:cce9eea346aa1c01,phash:cce9eea346aa1c01,,,train
d8b9030a03b6ce9d1127,IMG_0062.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,PRESENT,False,83335b342f2851a0ccfe1c5b60face6e36a8eec0b37c620c51d1d92477400612,5,8,28,0,M_0_10,L_20_30,alluvial,phash:856223e6719f5382,phash:856223e6719f5382,,,train
c83257745acf546cc201,IMG_0063.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,PRESENT,False,7b2f3e834c3aada07dfd8cb17458987abd60dc272e7b43b5e7452d4ef14e33b5,0,2,24,0,M_0_10,L_20_30,alluvial,phash:4f7ee60442d31744,phash:4f7ee60442d31744,,,train
4f793969ea086ef4fe56,IMG_0064.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,PRESENT,False,0f67c8f869445f2f0ec9bfb163a23ee70decdca7c065e840d6740b1a6ff6dc72,9,14,26,0,M_0_10,L_20_30,alluvial,phash:875964e9dc5e7633,phash:875964e9dc5e7633,,,train
a8461ad894d67acea8f3,IMG_0065.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,PRESENT,False,486b8d7f2e6840da4887918c47a307d56b88f90be48789e97b4d102159078613,7,9,26,0,M_0_10,L_20_30,alluvial,phash:affbdabec6156118,phash:affbdabec6156118,,,train
a17d6c6c5d3c67e5177e,IMG_0066.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,PRESENT,False,762fee5a3354d8ef870a03322995d2ef4f630f4cff94ec571a356e70420e9bac,10,14,21,0,M_0_10,L_20_30,alluvial,phash:15b02cda508e8386,phash:15b02cda508e8386,,,train
98f4c5f02c368353cbf8,IMG_0067.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,PRESENT,False,d9bc36d6644b098a07e85028ff2ff8e36af90304ebcc268302ebabdf9944547f,7,10,23,0,M_0_10,L_20_30,alluvial,phash:a9be8da516abc599,phash:a9be8da516abc599,,,train
755d9bfb3958c5c2e928,IMG_0068.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,PRESENT,False,052c4a10a55c86a5c5e8c2a0e273d032a1d056756576fd406a4d66d84dd254cf,2,5,25,0,M_0_10,L_20_30,alluvial,phash:fb2d21f2c87c356c,phash:fb2d21f2c87c356c,,,train
9479107eff9f20a58c45,IMG_0070.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0070.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0070.JPG,PRESENT,False,fef8dba8a2fb28ba4085cb221e0a56ca09ab2a495e792f35dbf06b8898cc7e20,1,2,22,0,M_0_10,L_20_30,alluvial,phash:2acd3f193091fa41,phash:2acd3f193091fa41,,,train
9d5b7aa3a7093531f985,IMG_0098.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0098.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0098.JPG,PRESENT,False,3afeb8366e8b4dbedc6c2502d01482565f708434c2d2734e692fffb1d31173e7,8,13,39,0,M_0_10,L_30_40,alluvial,phash:f01c359cc88566ef,phash:f01c359cc88566ef,,,train
d3e25884251b1477024f,IMG_0099.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0099.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0099.JPG,PRESENT,False,62f9b5a4de6519b220f7c8cfce9f8e9da88f50b8dd3efdbc1725788773e9cc13,10,14,36,0,M_0_10,L_30_40,alluvial,phash:d3e25884251b1477,phash:d3e25884251b1477,,,train
56deece836e18b759a0d,IMG_0100.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0100.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0100.JPG,PRESENT,False,a764f00eebaeb52e284323edd967223c8caba046cd9219efcc060567ad78c745,3,6,38,0,M_0_10,L_30_40,alluvial,phash:f285b4af27e70749,phash:f285b4af27e70749,,,train
d82b25ced6adc4c3cc7f,IMG_0101.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0101.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0101.JPG,PRESENT,False,3a26fd477d9c183f5a7efdd0ad609c1de8f7aa09c4fb1d18c9e86acf2ebe3514,8,12,39,0,M_0_10,L_30_40,alluvial,phash:d82b25ced6adc4c3,phash:d82b25ced6adc4c3,,,train
3919829806e3ee46a662,IMG_0103.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0103.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0103.JPG,PRESENT,False,bec90e50e19dd45be96d92da1f41a7b9429a8ab7010c9e1af561a4f126648aac,0,4,35,0,M_0_10,L_30_40,alluvial,phash:df19bd7121c3deb8,phash:df19bd7121c3deb8,,,train
2554ddea2338fe4bc992,IMG_0104.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0104.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0104.JPG,PRESENT,False,131f935ff1ea36bed7545bcf186766d69d0493c48cc0558fc28559d72d84b295,10,13,35,0,M_0_10,L_30_40,alluvial,phash:39621f13c2017892,phash:39621f13c2017892,,,train
008b4d9a491d2ae6c857,IMG_0105.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0105.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0105.JPG,PRESENT,False,54cd9a2c49c349adaa0d14be4b839a2de963641455d26df0ac1ee5862a3cadee,10,15,39,0,M_0_10,L_30_40,alluvial,phash:7eeb9c5b6e40268d,phash:7eeb9c5b6e40268d,,,train
9a3a2f4f116711eff2f3,IMG_0106.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0106.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0106.JPG,PRESENT,False,1a6827c492ccf1de9700d4d73cab67f55d7ec43773b2e7dfa021209544c79783,5,7,31,0,M_0_10,L_30_40,alluvial,phash:40087a11bb71f87d,phash:40087a11bb71f87d,,,train
1c63a900713a2938b2a6,IMG_0108.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0108.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0108.JPG,PRESENT,False,bbd3fc4ae3196f56d4624fa891e7b953594478479b31a1d522019612bcd2c107,2,6,36,0,M_0_10,L_30_40,alluvial,phash:9e709b711d9eab80,phash:9e709b711d9eab80,,,train
0918a20963b5f1056f14,IMG_0111.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0111.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0111.JPG,PRESENT,False,50f44a4464514b8f250f8e947ed69b008e51cd49cfd8a74656915c0efe4339fd,0,5,35,0,M_0_10,L_30_40,alluvial,phash:1b46fbcdc14f2ddd,phash:1b46fbcdc14f2ddd,,,train
25c30f116ca4c1a3b4ff,IMG_0113.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0113.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0113.JPG,PRESENT,False,e46dbcebdec854f13de3bffcfaed039d15be8a013c2f8b3c6c45b4a2b049bad1,8,10,36,0,M_0_10,L_30_40,alluvial,phash:fa99784640564d0a,phash:fa99784640564d0a,,,train
99a80eaf64c5760bc285,IMG_0114.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0114.JPG,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0114.JPG,PRESENT,False,fe71851ea84dda560126f20730276fd3036430bde0b5817514a8275abdb78035,6,10,35,0,M_0_10,L_30_40,alluvial,phash:73e6fa0f18173431,phash:73e6fa0f18173431,,,train
2ff9c955d0834822e080,IMG_0151.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0151.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0151.JPG,PRESENT,False,c284d106edebf8a75c1a8559944a60168204220656d238baeb43097d5ddf98a0,6,10,47,0,M_0_10,L_40_50,alluvial,phash:2ff9c955d0834822,phash:2ff9c955d0834822,,,train
a66c5c83a2334c9eef8d,IMG_0152.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0152.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0152.JPG,PRESENT,False,d251e755f065aa2d717b334ecd9f0df31c46dd5bc483d0da6a5183e45051379f,1,4,42,0,M_0_10,L_40_50,alluvial,phash:38628faaea372908,phash:38628faaea372908,,,train
48dd921803ea0d22a4b9,IMG_0153.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0153.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0153.JPG,PRESENT,False,04be8f4c3477783a40c885b56de8688c5df708b6202f762375732db3eb94b744,7,8,47,0,M_0_10,L_40_50,alluvial,phash:b8d7b2bffe0b868f,phash:b8d7b2bffe0b868f,,,train
bd232f259eabfeb0bdc3,IMG_0155.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0155.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0155.JPG,PRESENT,False,bd6118c950fefd59125593cb81c124f22c20f8fb0fd6ea92bde7bc9afa67f35b,7,11,45,0,M_0_10,L_40_50,alluvial,phash:c549b2232ac5351e,phash:c549b2232ac5351e,,,train
330884ee00992f4aabf4,IMG_0156.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0156.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0156.JPG,PRESENT,False,a637d0349e0af917d55e56fffca545b01b6452fe34c1f3b9d5947b307826ddaa,7,9,41,0,M_0_10,L_40_50,alluvial,phash:c882cbac884cb390,phash:c882cbac884cb390,,,train
4bb4563197e4e340f5a2,IMG_0157.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0157.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0157.JPG,PRESENT,False,4b59b31a0c4ab00d16529aeae2b7415df567a2052e50857eb62d72edc91c71c6,2,6,46,0,M_0_10,L_40_50,alluvial,phash:7a50a3464b4f7acb,phash:7a50a3464b4f7acb,,,train
31c792dd5d60af328ff4,IMG_0158.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0158.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0158.JPG,PRESENT,False,f3c6d0dc7203d42c9d911d6ef76cf6b8f468c09e1787611172f8af4dcc9bb1f2,10,11,50,0,M_0_10,L_40_50,alluvial,phash:e0734870d934d178,phash:e0734870d934d178,,,train
a82fff668ed9d7ecb01b,IMG_0159.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0159.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0159.JPG,PRESENT,False,d1d01fe5092607afc342f4bf13715445623f165dd8843c5e8f75947031714b53,0,1,41,0,M_0_10,L_40_50,alluvial,phash:351919a7efd95827,phash:351919a7efd95827,,,train
fcb1c92ea2312f2dd24d,IMG_0162.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0162.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0162.JPG,PRESENT,False,dfa478223088717f7d516f0376dd4fd061ddf894a37e02216fb10a5f1e78da22,6,9,47,0,M_0_10,L_40_50,alluvial,phash:124887665cbfb8dc,phash:124887665cbfb8dc,,,train
0cadb4c6c6c9e17cb099,IMG_0164.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0164.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0164.JPG,PRESENT,False,02eeaa2434120a4634ac0cc39791f1e6a26a5544dfe48ddd1e65394159dc6bd1,3,4,43,0,M_0_10,L_40_50,alluvial,phash:17edad2da8a35a03,phash:17edad2da8a35a03,,,train
1886a22b4c27a6e3ea86,IMG_0165.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0165.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0165.JPG,PRESENT,False,10b4bff0048086264d21ef700f5df4aef05261b82053ab6d51d0164350a18233,7,11,50,0,M_0_10,L_40_50,alluvial,phash:3085ebfb726e58fd,phash:3085ebfb726e58fd,,,train
8c1336244eabbb3f5e91,IMG_0166.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0166.JPG,Soil_Labeled_Data/M_0_10/L_40_50/alluvial/IMG_0166.JPG,PRESENT,False,208f9cebf5d7f3e922ae73c56b80adebb2e88de23b6d60b2aebb99f6164bbd74,0,2,45,0,M_0_10,L_40_50,alluvial,phash:17c1b5dcd4c310e0,phash:17c1b5dcd4c310e0,,,train
