sha256,group_id,relative_path,original_row_id,SM_0,SM_20,light_value,moisture_class,group_size,reason
22f013a0c4a1d0d774875af11dd19a5943ec5cf8b4947bac016c8b4c94101565,sha256:22f013a0c4a1d0d7,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143103699_d6de3602e00ee02916b885433cd153ac.jpg,z5720143103699_d6de3602e00ee02916b885433cd153ac.jpg,35,36,97,3,2,EXACT_DUPLICATE_CONFLICT
22f013a0c4a1d0d774875af11dd19a5943ec5cf8b4947bac016c8b4c94101565,sha256:22f013a0c4a1d0d7,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143103699_d6de3602e00ee02916b885433cd153ac.jpg,z5720143103699_d6de3602e00ee02916b885433cd153ac.jpg,52,54,91,5,2,EXACT_DUPLICATE_CONFLICT
26bb3fee4d57dc0f3c2e373eaccb19a1a4f4b8da2c84829c5918e6d3a9e603b3,sha256:26bb3fee4d57dc0f,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,35,33,84,3,4,EXACT_DUPLICATE_CONFLICT
26bb3fee4d57dc0f3c2e373eaccb19a1a4f4b8da2c84829c5918e6d3a9e603b3,sha256:26bb3fee4d57dc0f,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,45,45,81,4,4,EXACT_DUPLICATE_CONFLICT
26bb3fee4d57dc0f3c2e373eaccb19a1a4f4b8da2c84829c5918e6d3a9e603b3,sha256:26bb3fee4d57dc0f,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,59,61,84,5,4,EXACT_DUPLICATE_CONFLICT
26bb3fee4d57dc0f3c2e373eaccb19a1a4f4b8da2c84829c5918e6d3a9e603b3,sha256:26bb3fee4d57dc0f,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,z5720115611278_2165bd5b2e5ac713d97400eabcc65d99.jpg,62,61,84,6,4,EXACT_DUPLICATE_CONFLICT
2746273450e1a7d8101832135e632930f65ff0bfb7e569ab2f263d346d531f9b,sha256:2746273450e1a7d8,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0757.JPG,IMG_0757.JPG,13,15,83,1,2,EXACT_DUPLICATE_CONFLICT
2746273450e1a7d8101832135e632930f65ff0bfb7e569ab2f263d346d531f9b,sha256:2746273450e1a7d8,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0758.JPG,IMG_0758.JPG,19,20,89,1,2,EXACT_DUPLICATE_CONFLICT
28778be0bae3539683f2940129076cf100dfde68b5c5159cc728f519231fc91e,sha256:28778be0bae35396,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143154446_d6236257ccb21858bbf8354df5e10a69.jpg,z5720143154446_d6236257ccb21858bbf8354df5e10a69.jpg,38,40,91,3,2,EXACT_DUPLICATE_CONFLICT
28778be0bae3539683f2940129076cf100dfde68b5c5159cc728f519231fc91e,sha256:28778be0bae35396,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143154446_d6236257ccb21858bbf8354df5e10a69.jpg,z5720143154446_d6236257ccb21858bbf8354df5e10a69.jpg,53,55,90,5,2,EXACT_DUPLICATE_CONFLICT
323a8ac7e9832d5f0b28a04df602dc3fc509c5d0fbaf03cc9c92e70db03d6391,sha256:323a8ac7e9832d5f,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143078801_9e7f2d067ac7542cc6f3b8a5bd731451.jpg,z5720143078801_9e7f2d067ac7542cc6f3b8a5bd731451.jpg,39,40,90,3,2,EXACT_DUPLICATE_CONFLICT
323a8ac7e9832d5f0b28a04df602dc3fc509c5d0fbaf03cc9c92e70db03d6391,sha256:323a8ac7e9832d5f,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143078801_9e7f2d067ac7542cc6f3b8a5bd731451.jpg,z5720143078801_9e7f2d067ac7542cc6f3b8a5bd731451.jpg,60,60,95,5,2,EXACT_DUPLICATE_CONFLICT
335f93b7096fabc3a68114e8059a8e21ce0d591798de4cde573718489111b02b,sha256:335f93b7096fabc3,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0760.JPG,IMG_0760.JPG,16,15,90,1,2,EXACT_DUPLICATE_CONFLICT
335f93b7096fabc3a68114e8059a8e21ce0d591798de4cde573718489111b02b,sha256:335f93b7096fabc3,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0761.JPG,IMG_0761.JPG,14,16,84,1,2,EXACT_DUPLICATE_CONFLICT
356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,sha256:356b4f61f11c3f36,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,32,33,82,3,3,EXACT_DUPLICATE_CONFLICT
356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,sha256:356b4f61f11c3f36,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,57,57,84,5,3,EXACT_DUPLICATE_CONFLICT
356b4f61f11c3f3639169e6ac8da9d34ad8d408c85fcafa9b03665c25a2c2d22,sha256:356b4f61f11c3f36,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,z5720116028219_3547ed7fc4e58ca77d0a9c04ad52a29b.jpg,68,69,83,6,3,EXACT_DUPLICATE_CONFLICT
524dd00cf9334bab01402f9145428779b1cb96912a8f0c138dbce8e413024df2,sha256:524dd00cf9334bab,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,32,34,96,3,2,EXACT_DUPLICATE_CONFLICT
524dd00cf9334bab01402f9145428779b1cb96912a8f0c138dbce8e413024df2,sha256:524dd00cf9334bab,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,z5720143138433_5a1eba502028ab521a9ccc45f968b42d.jpg,54,54,94,5,2,EXACT_DUPLICATE_CONFLICT
55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,sha256:55f747c71cf8d43b,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0096.JPG,IMG_0096.JPG,9,10,31,0,3,EXACT_DUPLICATE_CONFLICT
55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,sha256:55f747c71cf8d43b,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0097.JPG,IMG_0097.JPG,7,8,32,0,3,EXACT_DUPLICATE_CONFLICT
55f747c71cf8d43b96b8f3014da9b1f6dca9a9c5be1fbac3617b12384bcd8350,sha256:55f747c71cf8d43b,Soil_Labeled_Data/M_0_10/L_30_40/alluvial/IMG_0115.JPG,IMG_0115.JPG,9,14,31,0,3,EXACT_DUPLICATE_CONFLICT
5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,sha256:5873f29550302194,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,33,33,80,3,4,EXACT_DUPLICATE_CONFLICT
5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,sha256:5873f29550302194,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,43,45,86,4,4,EXACT_DUPLICATE_CONFLICT
5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,sha256:5873f29550302194,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,52,51,86,5,4,EXACT_DUPLICATE_CONFLICT
5873f295503021948402983e0b69c19684e53795933b1f0e7413811e5fe0efb1,sha256:5873f29550302194,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,z5720116056023_3d3d361e4d7255ed7de4195fa640e456.jpg,64,63,83,6,4,EXACT_DUPLICATE_CONFLICT
5cf7cb08c11a60bc59b83cc1cb413d9026009f6b151dbbaf84695108d9c113d4,sha256:5cf7cb08c11a60bc,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0705_M_10_20_light_brown_M_30_40_light_brown.jpg,IMG_0705_M_10_20_light_brown_M_30_40_light_brown.jpg,51,50,72,5,2,EXACT_DUPLICATE_CONFLICT
5cf7cb08c11a60bc59b83cc1cb413d9026009f6b151dbbaf84695108d9c113d4,sha256:5cf7cb08c11a60bc,Soil_Labeled_Data/M_50_60/L_70_80/alluvial/IMG_0706_M_10_20_light_brown_M_30_40_light_brown.jpg,IMG_0706_M_10_20_light_brown_M_30_40_light_brown.jpg,57,57,73,5,2,EXACT_DUPLICATE_CONFLICT
5d994566c0b179988accce70d34367cca75f3d938d184b5d7c8c9558266443ca,sha256:5d994566c0b17998,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,33,31,99,3,2,EXACT_DUPLICATE_CONFLICT
5d994566c0b179988accce70d34367cca75f3d938d184b5d7c8c9558266443ca,sha256:5d994566c0b17998,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,z5720142873591_1e258c120dc7fd38c4364dc88310cf49.jpg,60,60,93,5,2,EXACT_DUPLICATE_CONFLICT
6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,sha256:6dd61e46951640ce,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,z5720116009994_7473d14d835476f47632659bffa27b72.jpg,40,40,87,3,3,EXACT_DUPLICATE_CONFLICT
6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,sha256:6dd61e46951640ce,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,z5720116009994_7473d14d835476f47632659bffa27b72.jpg,51,53,88,5,3,EXACT_DUPLICATE_CONFLICT
6dd61e46951640ce81a122981b61d8e716bfb01a13aa1ca5643228cd448c10c7,sha256:6dd61e46951640ce,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116009994_7473d14d835476f47632659bffa27b72.jpg,z5720116009994_7473d14d835476f47632659bffa27b72.jpg,70,69,86,6,3,EXACT_DUPLICATE_CONFLICT
7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,sha256:7230e1cf8fc623e3,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,37,38,88,3,3,EXACT_DUPLICATE_CONFLICT
7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,sha256:7230e1cf8fc623e3,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,60,58,84,5,3,EXACT_DUPLICATE_CONFLICT
7230e1cf8fc623e3ff5e052ad819fe35ff56d2740228ea685e65aeff6f9082f1,sha256:7230e1cf8fc623e3,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,z5720116040527_64efc6d26d1ee063c31ac7c808603d38.jpg,70,68,90,6,3,EXACT_DUPLICATE_CONFLICT
75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,sha256:75af854449363163,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,31,32,88,3,3,EXACT_DUPLICATE_CONFLICT
75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,sha256:75af854449363163,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,59,58,83,5,3,EXACT_DUPLICATE_CONFLICT
75af8544493631632ecb26dbf0ebbaccebb83a95700602043d0f9d43d51d6261,sha256:75af854449363163,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,z5720115869917_a1c0c0f135fb5443e070ba2cfa3f59b5.jpg,70,68,81,6,3,EXACT_DUPLICATE_CONFLICT
7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,sha256:7c27eb594e080bb4,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0794.JPG,IMG_0794.JPG,18,19,100,1,4,EXACT_DUPLICATE_CONFLICT
7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,sha256:7c27eb594e080bb4,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0795.JPG,IMG_0795.JPG,19,18,94,1,4,EXACT_DUPLICATE_CONFLICT
7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,sha256:7c27eb594e080bb4,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0797.JPG,IMG_0797.JPG,14,16,92,1,4,EXACT_DUPLICATE_CONFLICT
7c27eb594e080bb4138985853876a1ec96149a2328ca41c77d8d16a7120c46b6,sha256:7c27eb594e080bb4,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0798.JPG,IMG_0798.JPG,19,17,93,1,4,EXACT_DUPLICATE_CONFLICT
8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,sha256:8135a92cf1b73d22,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,z5720115908066_d971dc1911998ed5477394adeada3648.jpg,37,35,86,3,3,EXACT_DUPLICATE_CONFLICT
8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,sha256:8135a92cf1b73d22,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,z5720115908066_d971dc1911998ed5477394adeada3648.jpg,58,59,80,5,3,EXACT_DUPLICATE_CONFLICT
8135a92cf1b73d22b6e345d3c2b34d93ef0ec1487efe4fb4b193d73d326db557,sha256:8135a92cf1b73d22,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115908066_d971dc1911998ed5477394adeada3648.jpg,z5720115908066_d971dc1911998ed5477394adeada3648.jpg,61,60,86,6,3,EXACT_DUPLICATE_CONFLICT
829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,sha256:829953a83bc8f13d,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0792.JPG,IMG_0792.JPG,14,14,91,1,3,EXACT_DUPLICATE_CONFLICT
829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,sha256:829953a83bc8f13d,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0793.JPG,IMG_0793.JPG,15,16,93,1,3,EXACT_DUPLICATE_CONFLICT
829953a83bc8f13d820098f719201103c7c52f6ee2e2dea7a03ec9a92c382984,sha256:829953a83bc8f13d,Soil_Labeled_Data/M_10_20/L_90_100/alluvial/IMG_0796.JPG,IMG_0796.JPG,10,11,91,1,3,EXACT_DUPLICATE_CONFLICT
85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,sha256:85901716749fa7f5,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,30,31,100,3,3,EXACT_DUPLICATE_CONFLICT
85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,sha256:85901716749fa7f5,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,43,45,90,4,3,EXACT_DUPLICATE_CONFLICT
85901716749fa7f57af05ad4b6a317f26c6e420ba47d3b76e87ff45ecdfcd54d,sha256:85901716749fa7f5,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,z5720142667793_1b68b578374e456dec54d6a7942a78c6.jpg,57,58,91,5,3,EXACT_DUPLICATE_CONFLICT
94810c6b3fdfa00d052e30ee95c826701f36d5f4d5e9255127c10e702b24802f,sha256:94810c6b3fdfa00d,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143012313_856304851294ecc8b5397b9311a48d88.jpg,z5720143012313_856304851294ecc8b5397b9311a48d88.jpg,31,33,99,3,2,EXACT_DUPLICATE_CONFLICT
94810c6b3fdfa00d052e30ee95c826701f36d5f4d5e9255127c10e702b24802f,sha256:94810c6b3fdfa00d,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143012313_856304851294ecc8b5397b9311a48d88.jpg,z5720143012313_856304851294ecc8b5397b9311a48d88.jpg,55,56,95,5,2,EXACT_DUPLICATE_CONFLICT
9650caa2b1d13f950242ad63651c99f623a0fd736adc8468372e2f4148af1032,sha256:9650caa2b1d13f95,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143191868_a2e1d248c34ba593baf30b4defe0d1dd.jpg,z5720143191868_a2e1d248c34ba593baf30b4defe0d1dd.jpg,37,36,92,3,2,EXACT_DUPLICATE_CONFLICT
9650caa2b1d13f950242ad63651c99f623a0fd736adc8468372e2f4148af1032,sha256:9650caa2b1d13f95,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143191868_a2e1d248c34ba593baf30b4defe0d1dd.jpg,z5720143191868_a2e1d248c34ba593baf30b4defe0d1dd.jpg,55,53,90,5,2,EXACT_DUPLICATE_CONFLICT
9905aa20c91ef10e1318eef77539884be05c4c10b902e962b74c76325f6724c8,sha256:9905aa20c91ef10e,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,31,29,99,3,3,EXACT_DUPLICATE_CONFLICT
9905aa20c91ef10e1318eef77539884be05c4c10b902e962b74c76325f6724c8,sha256:9905aa20c91ef10e,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,48,49,96,4,3,EXACT_DUPLICATE_CONFLICT
9905aa20c91ef10e1318eef77539884be05c4c10b902e962b74c76325f6724c8,sha256:9905aa20c91ef10e,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,z5720143165808_c048ad1ab07ddbb36a302d65772e88c8.jpg,52,53,100,5,3,EXACT_DUPLICATE_CONFLICT
