sample_id,original_row_id,relative_path,effective_relative_path,path_status,historical_fallback_used,sha256,SM_0,SM_20,light_value,moisture_class,moisture_bin,light_bin,soil_type,group_id,near_duplicate_group_id,capture_session_group,source_group
70ea8fd9bb061137dc61,z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095260255_b51937d8a08f97df48bdb2b7523244c9.jpg,PRESENT,False,02eeadcbbf08f2d3d97aa78f26e58b5fd57bd6aa1302151008abd56ab5ee8db0,7,14,0,0,M_0_10,L_0_10,alluvial,phash:440a1b975a38413a,phash:440a1b975a38413a,,
5f8c3964eabdf502a874,z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095305860_8fcfcdc68bae463b97e0c9cb89c8dbdd.jpg,PRESENT,False,b2f8adec7b0a6892f99747f3f984285ff5e0e8addb7179fd8df2d7f9fef7dfcf,0,4,5,0,M_0_10,L_0_10,alluvial,phash:683b3afd6f50c6e5,phash:683b3afd6f50c6e5,,
17880af9a02f9d4f9d59,z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095361298_5b8521f71b6051a784c85bd3550ccbe0.jpg,PRESENT,False,263011d7a34702c9b8b64b3eb97f4b2b42f8e24077e5e5a1dccd3664b4402b76,10,12,8,0,M_0_10,L_0_10,alluvial,phash:43eb2bc58c1ed2f1,phash:43eb2bc58c1ed2f1,,
c27388cf9a5f20dc35fd,z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095397323_3ba8d5731fe9ad72ecd36a4f5fe55be2.jpg,PRESENT,False,a42af59864e5be74d8d54cf25ef0a4b0feab4e5e4044ea22a4bdc07eaeec9080,7,13,4,0,M_0_10,L_0_10,alluvial,phash:2625026fa96c1b6d,phash:2625026fa96c1b6d,,
05128e7c81490c331ea5,z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095443955_4462fea6d31af758e0d1027ff26c48bf.jpg,PRESENT,False,497014270423cb54f81f4b27e08dcabc3c8d6c579269bd9ecc7c2250e5a08179,6,12,7,0,M_0_10,L_0_10,alluvial,phash:69366b599405bb96,phash:69366b599405bb96,,
2402b8909c1960dce48c,z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,Soil_Labeled_Data/M_0_10/L_0_10/alluvial/z5714095489034_176c03ba900d1a0940308cd7513b0794.jpg,PRESENT,False,f9653a6457c9d9b5b2e2e8c2027fe02c86f4eb866bd6783e996632bd41d480a8,1,6,10,0,M_0_10,L_0_10,alluvial,phash:ec938c7997f99a90,phash:ec938c7997f99a90,,
88003ddaa899cae3b825,IMG_0007.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0007.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0007.JPG,PRESENT,False,8ec3f8cf1867bd9220e6ce235466a06b97ae53f66decc7412e487d12926c8f49,10,13,19,0,M_0_10,L_10_20,alluvial,phash:432c8ed6a163119e,phash:432c8ed6a163119e,,
788929cac17f2b323f85,IMG_0008.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0008.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0008.JPG,PRESENT,False,51e7a281fa42d00616e663e1e3c5360a2a2b975063507a623b79e9fc5dbbe732,10,13,20,0,M_0_10,L_10_20,alluvial,phash:788929cac17f2b32,phash:788929cac17f2b32,,
ca8f4fcb68f1306a0fa2,IMG_0009.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0009.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0009.JPG,PRESENT,False,31260284a6d1fcad8e660a56967cba2842b52c82ae84163f078fd3c698862e1f,2,5,12,0,M_0_10,L_10_20,alluvial,phash:41a7248972494349,phash:41a7248972494349,,
5710a1a5725179a38697,IMG_0010.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0010.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0010.JPG,PRESENT,False,fff72a7a34a1143a42e3313f97160f3cbf1512f1f3a4ea3db4c479da6e9c2f6f,6,12,12,0,M_0_10,L_10_20,alluvial,phash:5710a1a5725179a3,phash:5710a1a5725179a3,,
30406a38420bd3fd78e6,IMG_0011.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0011.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0011.JPG,PRESENT,False,8ed3a2669bc930191e413f9158385a0686def867492baa36055c350828681d63,8,12,19,0,M_0_10,L_10_20,alluvial,phash:30406a38420bd3fd,phash:30406a38420bd3fd,,
f2fea6e0cd3e15dc95ba,IMG_0012.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0012.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0012.JPG,PRESENT,False,c6413a0ee8f4d7c5fa7967b47dacfb294c85d120a9108c5ecf4b12572b163a51,4,10,14,0,M_0_10,L_10_20,alluvial,phash:036bd561c9affbf4,phash:036bd561c9affbf4,,
3c75b4d6517617ba4534,IMG_0013.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0013.JPG,PRESENT,False,37f9a48fc0b985359c1bd63f7576f940ad308fa09245424d9200c2a3f2562c8f,7,11,18,0,M_0_10,L_10_20,alluvial,phash:48f6918d6268138f,phash:48f6918d6268138f,,
46262e1df60ee4740c7a,IMG_0014.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0014.JPG,PRESENT,False,b2d9045d6e9f3d752c2ceff148f6d7b4fac431c6f6f20bf3738466cf9aef4185,7,11,17,0,M_0_10,L_10_20,alluvial,phash:28ae9471e98b75c2,phash:28ae9471e98b75c2,,
b5ebac90b455206e3aa0,IMG_0015.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0015.JPG,PRESENT,False,244ffa963550d7b89875fc98cb1aca12401b981c5c84c0a0e5278cadd04b930a,5,9,13,0,M_0_10,L_10_20,alluvial,phash:50f54d5c2b51e8f5,phash:50f54d5c2b51e8f5,,
bfb3fbc9015f5b9b20f7,IMG_0016.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0016.JPG,PRESENT,False,87085e8fb44485b8dd2563088a709c1622a4424b6b177297c8f79a6a927b2c0a,9,15,14,0,M_0_10,L_10_20,alluvial,phash:7529af5f13d5be22,phash:7529af5f13d5be22,,
c4a05af199de894a10aa,IMG_0017.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0017.JPG,PRESENT,False,51979befd4ad679ae732ffc04ac6939984f31e01c34692f5a21f4c6c065e144b,0,3,10,0,M_0_10,L_10_20,alluvial,phash:282a7261d87da92b,phash:282a7261d87da92b,,
e2b875c5cfbd3d6e7dcc,IMG_0018.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0018.JPG,PRESENT,False,57b8d59ed0afd7779e5dff39568fc732e77e1142abfdb745078758f0cde29334,1,4,16,0,M_0_10,L_10_20,alluvial,phash:fc26f4c6b88e93b6,phash:fc26f4c6b88e93b6,,
23c464cb4621572fe525,IMG_0019.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0019.JPG,PRESENT,False,3a6337fae7c3aa2f739274976d72968052fbbc026871c1035cf6e20d548786b1,7,12,10,0,M_0_10,L_10_20,alluvial,phash:5c15da2b7184a2e6,phash:5c15da2b7184a2e6,,
dc91a4ed54674484d44d,IMG_0020.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0020.JPG,PRESENT,False,e479cfdf743b280c473f98ccc23eb67671bfee773eb5d78fee67de27d05f6b07,0,6,15,0,M_0_10,L_10_20,alluvial,phash:f1003d56888b2b50,phash:f1003d56888b2b50,,
4805c40980e2fa39de23,IMG_0022.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0022.JPG,PRESENT,False,c497f74d9f019022006038b69d38cdb4d0cd2cd6254fdb0dff3f32a186f8759c,0,6,16,0,M_0_10,L_10_20,alluvial,phash:e6ba7456dbfd0c6a,phash:e6ba7456dbfd0c6a,,
a761ac4cdaf70186f42d,IMG_0023.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0023.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0023.JPG,PRESENT,False,c85501419425ab1599d97417fd8780d526a34489fb259eb2c387384105ac4485,10,13,17,0,M_0_10,L_10_20,alluvial,phash:456e90c8259402ff,phash:456e90c8259402ff,,
f6fb3682dff820c2dec7,IMG_0024.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0024.JPG,PRESENT,False,556f8ce38388d825810008db0aa76079909d0ec833147c719ff68929d50dd59a,4,7,16,0,M_0_10,L_10_20,alluvial,phash:f41df6231b2b4d23,phash:f41df6231b2b4d23,,
c25570d12a0040e9c0b0,IMG_0025.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0025.JPG,PRESENT,False,d295134c488ed8b480b47c9f0d034806b689464f5dc568ec73790306c84f006f,3,5,15,0,M_0_10,L_10_20,alluvial,phash:76e985df32d5e5e3,phash:76e985df32d5e5e3,,
b538a596e9a17925da7d,IMG_0026.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0026.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0026.JPG,PRESENT,False,249fc6684f4f765c9c00f843e9be30e506036356c244d6025c3d9c234542e4ee,7,12,11,0,M_0_10,L_10_20,alluvial,phash:ec6d26059ee4a608,phash:ec6d26059ee4a608,,
686e6fd152b89c50e94c,IMG_0027.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0027.JPG,Soil_Labeled_Data/M_0_10/L_10_20/alluvial/IMG_0027.JPG,PRESENT,False,c537b1723dd824712e3230afeb9ac288f92923abced04fee6488e28ba45db1c5,8,10,19,0,M_0_10,L_10_20,alluvial,phash:313284474eb8bf51,phash:313284474eb8bf51,,
74c09a9e37e907f3ac7b,IMG_0051.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0051.JPG,PRESENT,False,f627b7e4159c7177a14ce4ea224cd51ce5bffee0249b90b525416088bd2a5798,3,5,20,0,M_0_10,L_20_30,alluvial,phash:65ef1449a8b55a83,phash:65ef1449a8b55a83,,
42c89ffd65e6e2775b02,IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0052.JPG,PRESENT,False,0b8539f7b2fce0a3215d7f85b4999023126d15cd294b2999a6a4578a3b7a653e,4,9,25,0,M_0_10,L_20_30,alluvial,phash:03e65f3ddfc64595,phash:03e65f3ddfc64595,,
db0d914625b8317ef2dc,IMG_0053.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0053.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0053.JPG,PRESENT,False,2ca103dd8b56cc2c19817db868d7494388c0c19ed4a9458b22a52584f7ca2c51,8,9,24,0,M_0_10,L_20_30,alluvial,phash:5545bf87ba12dd6c,phash:5545bf87ba12dd6c,,
9697e366d07314e4b816,IMG_0054.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0054.JPG,PRESENT,False,937b3f78b1d5f547efc4f4ac295e9bb5c835a9f5324cfce78b963807118e3224,8,10,21,0,M_0_10,L_20_30,alluvial,phash:c7ac857b10a488cd,phash:c7ac857b10a488cd,,
39a1570992439d126824,IMG_0055.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0055.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0055.JPG,PRESENT,False,25ea875fdad924316df4532a2b1b962cfd159a3534bd7810fa2b4d88c2af8b3a,2,4,26,0,M_0_10,L_20_30,alluvial,phash:39a1570992439d12,phash:39a1570992439d12,,
57b2be837e4361d64250,IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0056.JPG,PRESENT,False,01e31a418d291442172663980a501c8ea1090eb7d9c284762820c9c2c578fa12,7,10,26,0,M_0_10,L_20_30,alluvial,phash:0935ecdbb458c371,phash:0935ecdbb458c371,,
1dc1edceb2a93e4c11ca,IMG_0057.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0057.JPG,PRESENT,False,511975b01bb61ca3ef5658aa38d15be8aae3f05b4848bd4846d691f5f3f8ffe7,0,3,24,0,M_0_10,L_20_30,alluvial,phash:8476ce23020249fd,phash:8476ce23020249fd,,
3e5f51e4c77ec5f75b45,IMG_0058.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0058.JPG,PRESENT,False,b26c60248d0d50ba0f96367b539e1085ef3312361ba3b29b547ad4c8be6d107d,0,3,25,0,M_0_10,L_20_30,alluvial,phash:3e5f51e4c77ec5f7,phash:3e5f51e4c77ec5f7,,
cc1909096f301800af4e,IMG_0059.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0059.JPG,PRESENT,False,1e5204ec8b964b29bd6ae255b6fbb0008ada5b0d6b15d2cb4fd7246c073e4d3d,7,8,26,0,M_0_10,L_20_30,alluvial,phash:c681ac1b33256bae,phash:c681ac1b33256bae,,
fb660dff4af836963f83,IMG_0060.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0060.JPG,PRESENT,False,173c81f0da97dda608f3fcba81d9919c72f051b89dd5d7cff981c3c1c600e6e4,0,5,30,0,M_0_10,L_20_30,alluvial,phash:87c8fa61621fe9bb,phash:87c8fa61621fe9bb,,
53fc6c79beb2597fde86,IMG_0061.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0061.JPG,PRESENT,False,b94d4927f4cc7275633cdc679b013ee2df8cfd17b6940e7d53f1808e2c68ed7e,4,7,26,0,M_0_10,L_20_30,alluvial,phash:cce9eea346aa1c01,phash:cce9eea346aa1c01,,
d8b9030a03b6ce9d1127,IMG_0062.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0062.JPG,PRESENT,False,83335b342f2851a0ccfe1c5b60face6e36a8eec0b37c620c51d1d92477400612,5,8,28,0,M_0_10,L_20_30,alluvial,phash:856223e6719f5382,phash:856223e6719f5382,,
c83257745acf546cc201,IMG_0063.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0063.JPG,PRESENT,False,7b2f3e834c3aada07dfd8cb17458987abd60dc272e7b43b5e7452d4ef14e33b5,0,2,24,0,M_0_10,L_20_30,alluvial,phash:4f7ee60442d31744,phash:4f7ee60442d31744,,
4f793969ea086ef4fe56,IMG_0064.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0064.JPG,PRESENT,False,0f67c8f869445f2f0ec9bfb163a23ee70decdca7c065e840d6740b1a6ff6dc72,9,14,26,0,M_0_10,L_20_30,alluvial,phash:875964e9dc5e7633,phash:875964e9dc5e7633,,
a8461ad894d67acea8f3,IMG_0065.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0065.JPG,PRESENT,False,486b8d7f2e6840da4887918c47a307d56b88f90be48789e97b4d102159078613,7,9,26,0,M_0_10,L_20_30,alluvial,phash:affbdabec6156118,phash:affbdabec6156118,,
a17d6c6c5d3c67e5177e,IMG_0066.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0066.JPG,PRESENT,False,762fee5a3354d8ef870a03322995d2ef4f630f4cff94ec571a356e70420e9bac,10,14,21,0,M_0_10,L_20_30,alluvial,phash:15b02cda508e8386,phash:15b02cda508e8386,,
98f4c5f02c368353cbf8,IMG_0067.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0067.JPG,PRESENT,False,d9bc36d6644b098a07e85028ff2ff8e36af90304ebcc268302ebabdf9944547f,7,10,23,0,M_0_10,L_20_30,alluvial,phash:a9be8da516abc599,phash:a9be8da516abc599,,
755d9bfb3958c5c2e928,IMG_0068.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,Soil_Labeled_Data/M_0_10/L_20_30/alluvial/IMG_0068.JPG,PRESENT,False,052c4a10a55c86a5c5e8c2a0e273d032a1d056756576fd406a4d66d84dd254cf,2,5,25,0,M_0_10,L_20_30,alluvial,phash:fb2d21f2c87c356c,phash:fb2d21f2c87c356c,,
